irr-E6-27	27	6	0	3	False	(1,0,0,0,0,0)
irr-E6-78	78	24	0	18	False	(0,0,0,0,0,1)
irr-E6-351a	351	150	0	165	False	(0,1,0,0,0,0)
irr-E6-351b	351	168	0	210	False	(2,0,0,0,0,0)
irr-E6-650	650	300	0	360	False	(1,0,0,0,1,0)
