irr-B3-7	7	2	4	3	False	(1,0,0)
irr-B3-8	8	2	-2	0	False	(0,0,1)
irr-B3-21	21	10	-4	9	False	(0,1,0)
irr-B3-27	27	18	60	57	False	(2,0,0)
irr-B3-35	35	20	-32	12	False	(0,0,2)
irr-B3-48	48	28	20	48	False	(1,0,1)
irr-B3-77	77	88	440	462	False	(3,0,0)
irr-B3-105	105	90	84	231	False	(1,1,0)
irr-B3-112a	112	92	-92	144	False	(0,1,1)
irr-B3-112b	112	108	-252	144	False	(0,0,3)
irr-B3-168a	168	170	406	624	False	(2,0,1)
irr-B3-168b	168	192	-144	492	False	(0,2,0)
irr-B3-182	182	312	2184	2418	False	(4,0,0)
irr-B3-189	189	180	-48	408	False	(1,0,2)
irr-B3-294	294	420	-1344	924	False	(0,0,4)
irr-B3-330	330	440	1144	2046	False	(2,1,0)
