vtx-D16-0-0-0	Δ = 0	bi.bi = 0	b0.bi = 0	1 x (irr-D16-496)
vtx-D16-272-n4-n2	Δ = 272	bi.bi = -4	b0.bi = -2	24 x (irr-D16-32)
