vtx-D13-0-0-0	Δ = 0	bi.bi = 0	b0.bi = 0	1 x (irr-D13-325)
vtx-D13-143-n4-n2	Δ = 143	bi.bi = -4	b0.bi = -2	18 x (irr-D13-26)
