vtx-D14-0-0-0	Δ = 0	bi.bi = 0	b0.bi = 0	1 x (irr-D14-378)
vtx-D14-182-n4-n2	Δ = 182	bi.bi = -4	b0.bi = -2	20 x (irr-D14-28)
