vtx-D15-0-0-0	Δ = 0	bi.bi = 0	b0.bi = 0	1 x (irr-D15-435)
vtx-D15-225-n4-n2	Δ = 225	bi.bi = -4	b0.bi = -2	22 x (irr-D15-30)
