vtx-B11-0-0-0	Δ = 0	bi.bi = 0	b0.bi = 0	1 x (irr-B11-253)
vtx-B11-92-n4-n2	Δ = 92	bi.bi = -4	b0.bi = -2	15 x (irr-B11-23)
