vtx-B12-0-0-0	Δ = 0	bi.bi = 0	b0.bi = 0	1 x (irr-B12-300)
vtx-B12-125-n4-n2	Δ = 125	bi.bi = -4	b0.bi = -2	17 x (irr-B12-25)
