vtx-B15-0-0-0	Δ = 0	bi.bi = 0	b0.bi = 0	1 x (irr-B15-465)
vtx-B15-248-n4-n2	Δ = 248	bi.bi = -4	b0.bi = -2	23 x (irr-B15-31)
