vtx-B05-n22-n4-n2	Δ = -22	bi.bi = -4	b0.bi = -2	3 x (irr-B5-11)
vtx-B05-885-145-63	Δ = 885	bi.bi = 145	b0.bi = 63	9 x (irr-B5-11) + 1 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 2 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-885-241-79	Δ = 885	bi.bi = 241	b0.bi = 79	10 x (irr-B5-11) + 1 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-1408-h)
vtx-B05-886-36-34	Δ = 886	bi.bi = 36	b0.bi = 34	29 x (irr-B5-11) + 32 x (irr-B5-32-h) + 2 x (irr-B5-55)
vtx-B05-886-65-43	Δ = 886	bi.bi = 65	b0.bi = 43	15 x (irr-B5-11) + 21 x (irr-B5-32-h) + 5 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-886-84-48	Δ = 886	bi.bi = 84	b0.bi = 48	4 x (irr-B5-11) + 32 x (irr-B5-32-h) + 1 x (irr-B5-65) + 2 x (irr-B5-320-h)
vtx-B05-886-94-52	Δ = 886	bi.bi = 94	b0.bi = 52	1 x (irr-B5-11) + 10 x (irr-B5-32-h) + 8 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-886-100-50	Δ = 886	bi.bi = 100	b0.bi = 50	28 x (irr-B5-11) + 8 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-886-110-52	Δ = 886	bi.bi = 110	b0.bi = 52	36 x (irr-B5-11) + 1 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-886-123-59	Δ = 886	bi.bi = 123	b0.bi = 59	2 x (irr-B5-11) + 9 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 3 x (irr-B5-165)
vtx-B05-886-133-61	Δ = 886	bi.bi = 133	b0.bi = 61	10 x (irr-B5-11) + 1 x (irr-B5-32-h) + 2 x (irr-B5-320-h) + 3 x (irr-B5-165)
vtx-B05-886-148-64	Δ = 886	bi.bi = 148	b0.bi = 64	3 x (irr-B5-11) + 8 x (irr-B5-32-h) + 2 x (irr-B5-65) + 2 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-886-162-66	Δ = 886	bi.bi = 162	b0.bi = 66	7 x (irr-B5-11) + 2 x (irr-B5-32-h) + 2 x (irr-B5-55) + 4 x (irr-B5-65) + 1 x (irr-B5-462)
vtx-B05-886-244-80	Δ = 886	bi.bi = 244	b0.bi = 80	4 x (irr-B5-11) + 8 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-1408-h)
vtx-B05-887-39-35	Δ = 887	bi.bi = 39	b0.bi = 35	23 x (irr-B5-11) + 39 x (irr-B5-32-h) + 1 x (irr-B5-65)
vtx-B05-887-68-44	Δ = 887	bi.bi = 68	b0.bi = 44	9 x (irr-B5-11) + 28 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-887-78-46	Δ = 887	bi.bi = 78	b0.bi = 46	17 x (irr-B5-11) + 20 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-887-88-48	Δ = 887	bi.bi = 88	b0.bi = 48	29 x (irr-B5-11) + 8 x (irr-B5-32-h) + 3 x (irr-B5-165)
vtx-B05-887-103-51	Δ = 887	bi.bi = 103	b0.bi = 51	22 x (irr-B5-11) + 15 x (irr-B5-32-h) + 2 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-887-107-55	Δ = 887	bi.bi = 107	b0.bi = 55	3 x (irr-B5-11) + 9 x (irr-B5-32-h) + 5 x (irr-B5-55) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-887-132-60	Δ = 887	bi.bi = 132	b0.bi = 60	8 x (irr-B5-11) + 4 x (irr-B5-32-h) + 3 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-887-165-67	Δ = 887	bi.bi = 165	b0.bi = 67	1 x (irr-B5-11) + 9 x (irr-B5-32-h) + 5 x (irr-B5-65) + 1 x (irr-B5-462)
vtx-B05-888-52-40	Δ = 888	bi.bi = 52	b0.bi = 40	10 x (irr-B5-11) + 28 x (irr-B5-32-h) + 7 x (irr-B5-55)
vtx-B05-888-71-45	Δ = 888	bi.bi = 71	b0.bi = 45	3 x (irr-B5-11) + 35 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-888-81-47	Δ = 888	bi.bi = 81	b0.bi = 47	11 x (irr-B5-11) + 27 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-888-116-56	Δ = 888	bi.bi = 116	b0.bi = 56	9 x (irr-B5-11) + 4 x (irr-B5-32-h) + 7 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-888-120-58-a	Δ = 888	bi.bi = 120	b0.bi = 58	5 x (irr-B5-11) + 8 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-888-120-58-b	Δ = 888	bi.bi = 120	b0.bi = 58	9 x (irr-B5-11) + 4 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 4 x (irr-B5-165)
vtx-B05-888-135-61	Δ = 888	bi.bi = 135	b0.bi = 61	2 x (irr-B5-11) + 11 x (irr-B5-32-h) + 1 x (irr-B5-55) + 3 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-888-145-63	Δ = 888	bi.bi = 145	b0.bi = 63	10 x (irr-B5-11) + 3 x (irr-B5-32-h) + 2 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-889-55-41	Δ = 889	bi.bi = 55	b0.bi = 41	4 x (irr-B5-11) + 35 x (irr-B5-32-h) + 5 x (irr-B5-55) + 1 x (irr-B5-65)
vtx-B05-889-65-43	Δ = 889	bi.bi = 65	b0.bi = 43	12 x (irr-B5-11) + 27 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-889-75-45	Δ = 889	bi.bi = 75	b0.bi = 45	24 x (irr-B5-11) + 15 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-889-104-54	Δ = 889	bi.bi = 104	b0.bi = 54	10 x (irr-B5-11) + 4 x (irr-B5-32-h) + 5 x (irr-B5-55) + 3 x (irr-B5-165)
vtx-B05-889-119-57	Δ = 889	bi.bi = 119	b0.bi = 57	3 x (irr-B5-11) + 11 x (irr-B5-32-h) + 5 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-889-129-59	Δ = 889	bi.bi = 129	b0.bi = 59	11 x (irr-B5-11) + 3 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-890-68-44	Δ = 890	bi.bi = 68	b0.bi = 44	6 x (irr-B5-11) + 34 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h)
vtx-B05-890-78-46-a	Δ = 890	bi.bi = 78	b0.bi = 46	18 x (irr-B5-11) + 22 x (irr-B5-32-h) + 1 x (irr-B5-65) + 2 x (irr-B5-165)
vtx-B05-890-78-46-b	Δ = 890	bi.bi = 78	b0.bi = 46	14 x (irr-B5-11) + 26 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-320-h)
vtx-B05-890-94-48	Δ = 890	bi.bi = 94	b0.bi = 48	38 x (irr-B5-11) + 2 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-330)
vtx-B05-890-107-55-a	Δ = 890	bi.bi = 107	b0.bi = 55	15 x (irr-B5-32-h) + 4 x (irr-B5-55) + 2 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-890-107-55-b	Δ = 890	bi.bi = 107	b0.bi = 55	4 x (irr-B5-11) + 11 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-65) + 3 x (irr-B5-165)
vtx-B05-890-117-57	Δ = 890	bi.bi = 117	b0.bi = 57	12 x (irr-B5-11) + 3 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-320-h) + 3 x (irr-B5-165)
vtx-B05-890-132-60	Δ = 890	bi.bi = 132	b0.bi = 60	5 x (irr-B5-11) + 10 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-890-142-62	Δ = 890	bi.bi = 142	b0.bi = 62	13 x (irr-B5-11) + 2 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 2 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-890-238-78	Δ = 890	bi.bi = 238	b0.bi = 78	14 x (irr-B5-11) + 2 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-1408-h)
vtx-B05-891-33-33	Δ = 891	bi.bi = 33	b0.bi = 33	33 x (irr-B5-11) + 33 x (irr-B5-32-h) + 1 x (irr-B5-55)
vtx-B05-891-62-42	Δ = 891	bi.bi = 62	b0.bi = 42	19 x (irr-B5-11) + 22 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-891-71-45	Δ = 891	bi.bi = 71	b0.bi = 45	41 x (irr-B5-32-h) + 2 x (irr-B5-65) + 1 x (irr-B5-320-h)
vtx-B05-891-91-51	Δ = 891	bi.bi = 91	b0.bi = 51	5 x (irr-B5-11) + 11 x (irr-B5-32-h) + 7 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-891-97-49	Δ = 891	bi.bi = 97	b0.bi = 49	32 x (irr-B5-11) + 9 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-891-107-51	Δ = 891	bi.bi = 107	b0.bi = 51	40 x (irr-B5-11) + 1 x (irr-B5-32-h) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-891-120-58-a	Δ = 891	bi.bi = 120	b0.bi = 58	2 x (irr-B5-11) + 14 x (irr-B5-32-h) + 1 x (irr-B5-55) + 3 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-891-120-58-b	Δ = 891	bi.bi = 120	b0.bi = 58	6 x (irr-B5-11) + 10 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 3 x (irr-B5-165)
vtx-B05-891-159-65	Δ = 891	bi.bi = 159	b0.bi = 65	11 x (irr-B5-11) + 3 x (irr-B5-32-h) + 1 x (irr-B5-55) + 4 x (irr-B5-65) + 1 x (irr-B5-462)
vtx-B05-892-65-43	Δ = 892	bi.bi = 65	b0.bi = 43	13 x (irr-B5-11) + 29 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-892-75-45	Δ = 892	bi.bi = 75	b0.bi = 45	21 x (irr-B5-11) + 21 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-892-104-54	Δ = 892	bi.bi = 104	b0.bi = 54	7 x (irr-B5-11) + 10 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-892-129-59	Δ = 892	bi.bi = 129	b0.bi = 59	12 x (irr-B5-11) + 5 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-893-49-39	Δ = 893	bi.bi = 49	b0.bi = 39	14 x (irr-B5-11) + 29 x (irr-B5-32-h) + 6 x (irr-B5-55)
vtx-B05-893-68-44	Δ = 893	bi.bi = 68	b0.bi = 44	7 x (irr-B5-11) + 36 x (irr-B5-32-h) + 2 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-893-78-48	Δ = 893	bi.bi = 78	b0.bi = 48	18 x (irr-B5-32-h) + 9 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-893-107-55	Δ = 893	bi.bi = 107	b0.bi = 55	1 x (irr-B5-11) + 17 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-893-113-55	Δ = 893	bi.bi = 113	b0.bi = 55	13 x (irr-B5-11) + 5 x (irr-B5-32-h) + 6 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-893-117-57-a	Δ = 893	bi.bi = 117	b0.bi = 57	9 x (irr-B5-11) + 9 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-893-117-57-b	Δ = 893	bi.bi = 117	b0.bi = 57	13 x (irr-B5-11) + 5 x (irr-B5-32-h) + 1 x (irr-B5-65) + 4 x (irr-B5-165)
vtx-B05-893-132-60	Δ = 893	bi.bi = 132	b0.bi = 60	6 x (irr-B5-11) + 12 x (irr-B5-32-h) + 3 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-894-52-40	Δ = 894	bi.bi = 52	b0.bi = 40	8 x (irr-B5-11) + 36 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-65)
vtx-B05-894-62-42	Δ = 894	bi.bi = 62	b0.bi = 42	16 x (irr-B5-11) + 28 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-894-72-44	Δ = 894	bi.bi = 72	b0.bi = 44	28 x (irr-B5-11) + 16 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-894-91-51	Δ = 894	bi.bi = 91	b0.bi = 51	2 x (irr-B5-11) + 17 x (irr-B5-32-h) + 6 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-894-101-53	Δ = 894	bi.bi = 101	b0.bi = 53	14 x (irr-B5-11) + 5 x (irr-B5-32-h) + 4 x (irr-B5-55) + 3 x (irr-B5-165)
vtx-B05-894-116-56	Δ = 894	bi.bi = 116	b0.bi = 56	7 x (irr-B5-11) + 12 x (irr-B5-32-h) + 4 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-894-126-58	Δ = 894	bi.bi = 126	b0.bi = 58	15 x (irr-B5-11) + 4 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-895-55-41	Δ = 895	bi.bi = 55	b0.bi = 41	2 x (irr-B5-11) + 43 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-65)
vtx-B05-895-65-43	Δ = 895	bi.bi = 65	b0.bi = 43	10 x (irr-B5-11) + 35 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h)
vtx-B05-895-75-45	Δ = 895	bi.bi = 75	b0.bi = 45	18 x (irr-B5-11) + 27 x (irr-B5-32-h) + 2 x (irr-B5-320-h)
vtx-B05-895-91-47	Δ = 895	bi.bi = 91	b0.bi = 47	42 x (irr-B5-11) + 3 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-330)
vtx-B05-895-104-54-a	Δ = 895	bi.bi = 104	b0.bi = 54	8 x (irr-B5-11) + 12 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 3 x (irr-B5-165)
vtx-B05-895-104-54-b	Δ = 895	bi.bi = 104	b0.bi = 54	4 x (irr-B5-11) + 16 x (irr-B5-32-h) + 3 x (irr-B5-55) + 2 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-895-114-56	Δ = 895	bi.bi = 114	b0.bi = 56	16 x (irr-B5-11) + 4 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-320-h) + 3 x (irr-B5-165)
vtx-B05-895-119-57	Δ = 895	bi.bi = 119	b0.bi = 57	1 x (irr-B5-11) + 19 x (irr-B5-32-h) + 2 x (irr-B5-55) + 3 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-895-129-59	Δ = 895	bi.bi = 129	b0.bi = 59	9 x (irr-B5-11) + 11 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-895-139-61	Δ = 895	bi.bi = 139	b0.bi = 61	17 x (irr-B5-11) + 3 x (irr-B5-32-h) + 1 x (irr-B5-65) + 2 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-895-235-77	Δ = 895	bi.bi = 235	b0.bi = 77	18 x (irr-B5-11) + 3 x (irr-B5-32-h) + 1 x (irr-B5-1408-h)
vtx-B05-896-30-32	Δ = 896	bi.bi = 30	b0.bi = 32	37 x (irr-B5-11) + 34 x (irr-B5-32-h)
vtx-B05-896-59-41	Δ = 896	bi.bi = 59	b0.bi = 41	23 x (irr-B5-11) + 23 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-896-88-50	Δ = 896	bi.bi = 88	b0.bi = 50	9 x (irr-B5-11) + 12 x (irr-B5-32-h) + 6 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-896-94-48	Δ = 896	bi.bi = 94	b0.bi = 48	36 x (irr-B5-11) + 10 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-896-107-55	Δ = 896	bi.bi = 107	b0.bi = 55	2 x (irr-B5-11) + 19 x (irr-B5-32-h) + 2 x (irr-B5-65) + 3 x (irr-B5-165)
vtx-B05-896-117-57	Δ = 896	bi.bi = 117	b0.bi = 57	6 x (irr-B5-11) + 15 x (irr-B5-32-h) + 3 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-896-156-64	Δ = 896	bi.bi = 156	b0.bi = 64	15 x (irr-B5-11) + 4 x (irr-B5-32-h) + 4 x (irr-B5-65) + 1 x (irr-B5-462)
vtx-B05-897-62-42	Δ = 897	bi.bi = 62	b0.bi = 42	17 x (irr-B5-11) + 30 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-897-72-44	Δ = 897	bi.bi = 72	b0.bi = 44	25 x (irr-B5-11) + 22 x (irr-B5-32-h) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-897-91-51	Δ = 897	bi.bi = 91	b0.bi = 51	3 x (irr-B5-11) + 19 x (irr-B5-32-h) + 4 x (irr-B5-55) + 1 x (irr-B5-65) + 2 x (irr-B5-165)
vtx-B05-897-101-53	Δ = 897	bi.bi = 101	b0.bi = 53	11 x (irr-B5-11) + 11 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-897-126-58	Δ = 897	bi.bi = 126	b0.bi = 58	16 x (irr-B5-11) + 6 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-898-46-38	Δ = 898	bi.bi = 46	b0.bi = 38	18 x (irr-B5-11) + 30 x (irr-B5-32-h) + 5 x (irr-B5-55)
vtx-B05-898-75-47	Δ = 898	bi.bi = 75	b0.bi = 47	4 x (irr-B5-11) + 19 x (irr-B5-32-h) + 8 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-898-104-54-a	Δ = 898	bi.bi = 104	b0.bi = 54	1 x (irr-B5-11) + 22 x (irr-B5-32-h) + 2 x (irr-B5-55) + 3 x (irr-B5-320-h)
vtx-B05-898-104-54-b	Δ = 898	bi.bi = 104	b0.bi = 54	5 x (irr-B5-11) + 18 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-898-110-54	Δ = 898	bi.bi = 110	b0.bi = 54	17 x (irr-B5-11) + 6 x (irr-B5-32-h) + 5 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-898-114-56	Δ = 898	bi.bi = 114	b0.bi = 56	13 x (irr-B5-11) + 10 x (irr-B5-32-h) + 2 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-899-49-39	Δ = 899	bi.bi = 49	b0.bi = 39	12 x (irr-B5-11) + 37 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-65)
vtx-B05-899-59-41	Δ = 899	bi.bi = 59	b0.bi = 41	20 x (irr-B5-11) + 29 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-899-69-43	Δ = 899	bi.bi = 69	b0.bi = 43	32 x (irr-B5-11) + 17 x (irr-B5-32-h) + 2 x (irr-B5-165)
vtx-B05-899-88-50	Δ = 899	bi.bi = 88	b0.bi = 50	6 x (irr-B5-11) + 18 x (irr-B5-32-h) + 5 x (irr-B5-55) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-899-98-52	Δ = 899	bi.bi = 98	b0.bi = 52	18 x (irr-B5-11) + 6 x (irr-B5-32-h) + 3 x (irr-B5-55) + 3 x (irr-B5-165)
vtx-B05-899-113-55	Δ = 899	bi.bi = 113	b0.bi = 55	11 x (irr-B5-11) + 13 x (irr-B5-32-h) + 3 x (irr-B5-55) + 2 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-899-123-57	Δ = 899	bi.bi = 123	b0.bi = 57	19 x (irr-B5-11) + 5 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-900-52-40	Δ = 900	bi.bi = 52	b0.bi = 40	6 x (irr-B5-11) + 44 x (irr-B5-32-h) + 1 x (irr-B5-55) + 2 x (irr-B5-65)
vtx-B05-900-62-42	Δ = 900	bi.bi = 62	b0.bi = 42	14 x (irr-B5-11) + 36 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h)
vtx-B05-900-88-46	Δ = 900	bi.bi = 88	b0.bi = 46	46 x (irr-B5-11) + 4 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-330)
vtx-B05-900-91-51	Δ = 900	bi.bi = 91	b0.bi = 51	25 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-900-101-53-a	Δ = 900	bi.bi = 101	b0.bi = 53	12 x (irr-B5-11) + 13 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 3 x (irr-B5-165)
vtx-B05-900-101-53-b	Δ = 900	bi.bi = 101	b0.bi = 53	8 x (irr-B5-11) + 17 x (irr-B5-32-h) + 2 x (irr-B5-55) + 2 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-900-111-55	Δ = 900	bi.bi = 111	b0.bi = 55	20 x (irr-B5-11) + 5 x (irr-B5-32-h) + 1 x (irr-B5-320-h) + 3 x (irr-B5-165)
vtx-B05-900-116-56	Δ = 900	bi.bi = 116	b0.bi = 56	5 x (irr-B5-11) + 20 x (irr-B5-32-h) + 1 x (irr-B5-55) + 3 x (irr-B5-65) + 1 x (irr-B5-330)
vtx-B05-900-126-58	Δ = 900	bi.bi = 126	b0.bi = 58	13 x (irr-B5-11) + 12 x (irr-B5-32-h) + 2 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-901-56-40	Δ = 901	bi.bi = 56	b0.bi = 40	27 x (irr-B5-11) + 24 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-165)
vtx-B05-901-75-47	Δ = 901	bi.bi = 75	b0.bi = 47	1 x (irr-B5-11) + 25 x (irr-B5-32-h) + 7 x (irr-B5-55) + 1 x (irr-B5-320-h)
vtx-B05-901-85-49	Δ = 901	bi.bi = 85	b0.bi = 49	13 x (irr-B5-11) + 13 x (irr-B5-32-h) + 5 x (irr-B5-55) + 2 x (irr-B5-165)
vtx-B05-901-104-54	Δ = 901	bi.bi = 104	b0.bi = 54	2 x (irr-B5-11) + 24 x (irr-B5-32-h) + 1 x (irr-B5-65) + 2 x (irr-B5-320-h) + 1 x (irr-B5-165)
vtx-B05-901-120-56	Δ = 901	bi.bi = 120	b0.bi = 56	26 x (irr-B5-11) + 2 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-901-139-63	Δ = 901	bi.bi = 139	b0.bi = 63	1 x (irr-B5-32-h) + 7 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 1 x (irr-B5-330)
vtx-B05-901-143-65	Δ = 901	bi.bi = 143	b0.bi = 65	1 x (irr-B5-32-h) + 1 x (irr-B5-55) + 1 x (irr-B5-65) + 1 x (irr-B5-320-h) + 4 x (irr-B5-165)
vtx-B05-901-168-70	Δ = 901	bi.bi = 168	b0.bi = 70	1 x (irr-B5-11) + 2 x (irr-B5-65) + 2 x (irr-B5-320-h) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-901-264-86	Δ = 901	bi.bi = 264	b0.bi = 86	2 x (irr-B5-11) + 1 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-1408-h)
vtx-B05-902-59-41	Δ = 902	bi.bi = 59	b0.bi = 41	21 x (irr-B5-11) + 31 x (irr-B5-32-h) + 1 x (irr-B5-65) + 1 x (irr-B5-165)
vtx-B05-902-88-50-a	Δ = 902	bi.bi = 88	b0.bi = 50	3 x (irr-B5-11) + 24 x (irr-B5-32-h) + 4 x (irr-B5-55) + 2 x (irr-B5-320-h)
vtx-B05-902-88-50-b	Δ = 902	bi.bi = 88	b0.bi = 50	7 x (irr-B5-11) + 20 x (irr-B5-32-h) + 3 x (irr-B5-55) + 1 x (irr-B5-65) + 2 x (irr-B5-165)
vtx-B05-902-98-52	Δ = 902	bi.bi = 98	b0.bi = 52	15 x (irr-B5-11) + 12 x (irr-B5-32-h) + 2 x (irr-B5-55) + 1 x (irr-B5-320-h) + 2 x (irr-B5-165)
vtx-B05-902-104-52	Δ = 902	bi.bi = 104	b0.bi = 52	27 x (irr-B5-11) + 6 x (irr-B5-55) + 1 x (irr-B5-330)
vtx-B05-902-108-54	Δ = 902	bi.bi = 108	b0.bi = 54	27 x (irr-B5-11) + 4 x (irr-B5-165)
vtx-B05-902-123-57	Δ = 902	bi.bi = 123	b0.bi = 57	20 x (irr-B5-11) + 7 x (irr-B5-32-h) + 2 x (irr-B5-65) + 1 x (irr-B5-165) + 1 x (irr-B5-330)
vtx-B05-902-127-61	Δ = 902	bi.bi = 127	b0.bi = 61	1 x (irr-B5-11) + 1 x (irr-B5-32-h) + 5 x (irr-B5-55) + 1 x (irr-B5-320-h) + 3 x (irr-B5-165)
