vtx-B13-0-0-0	Δ = 0	bi.bi = 0	b0.bi = 0	1 x (irr-B13-351)
vtx-B13-162-n4-n2	Δ = 162	bi.bi = -4	b0.bi = -2	19 x (irr-B13-27)
