vtx-B03-n5-n3-n1	Δ = -5	bi.bi = -3	b0.bi = -1	2 x (irr-B3-8)
vtx-B03-307-116-34-a	Δ = 307	bi.bi = 116	b0.bi = 34	3 x (irr-B3-7) + 1 x (irr-B3-27) + 5 x (irr-B3-35) + 1 x (irr-B3-105)
vtx-B03-307-116-34-b	Δ = 307	bi.bi = 116	b0.bi = 34	2 x (irr-B3-7) + 2 x (irr-B3-8) + 3 x (irr-B3-27) + 3 x (irr-B3-35) + 1 x (irr-B3-112a)
vtx-B03-307-146-38	Δ = 307	bi.bi = 146	b0.bi = 38	4 x (irr-B3-7) + 1 x (irr-B3-35) + 1 x (irr-B3-48) + 1 x (irr-B3-105) + 1 x (irr-B3-112a)
vtx-B03-307-151-39-a	Δ = 307	bi.bi = 151	b0.bi = 39	2 x (irr-B3-7) + 1 x (irr-B3-27) + 2 x (irr-B3-35) + 1 x (irr-B3-105) + 1 x (irr-B3-112a)
vtx-B03-307-151-39-b	Δ = 307	bi.bi = 151	b0.bi = 39	1 x (irr-B3-7) + 2 x (irr-B3-8) + 3 x (irr-B3-27) + 2 x (irr-B3-112a)
vtx-B03-307-168-40	Δ = 307	bi.bi = 168	b0.bi = 40	1 x (irr-B3-7) + 5 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-189)
vtx-B03-307-266-52	Δ = 307	bi.bi = 266	b0.bi = 52	1 x (irr-B3-27) + 1 x (irr-B3-77) + 2 x (irr-B3-112b)
vtx-B03-308-18-14	Δ = 308	bi.bi = 18	b0.bi = 14	2 x (irr-B3-7) + 36 x (irr-B3-8) + 1 x (irr-B3-27)
vtx-B03-308-27-17	Δ = 308	bi.bi = 27	b0.bi = 17	17 x (irr-B3-7) + 14 x (irr-B3-8) + 3 x (irr-B3-21) + 1 x (irr-B3-35)
vtx-B03-308-43-21	Δ = 308	bi.bi = 43	b0.bi = 21	11 x (irr-B3-7) + 8 x (irr-B3-8) + 5 x (irr-B3-21) + 1 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-308-44-22	Δ = 308	bi.bi = 44	b0.bi = 22	11 x (irr-B3-7) + 12 x (irr-B3-21)
vtx-B03-308-48-22	Δ = 308	bi.bi = 48	b0.bi = 22	9 x (irr-B3-7) + 8 x (irr-B3-8) + 5 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35)
vtx-B03-308-58-24	Δ = 308	bi.bi = 58	b0.bi = 24	5 x (irr-B3-7) + 10 x (irr-B3-8) + 2 x (irr-B3-35) + 3 x (irr-B3-48)
vtx-B03-308-59-25	Δ = 308	bi.bi = 59	b0.bi = 25	5 x (irr-B3-7) + 2 x (irr-B3-8) + 7 x (irr-B3-21) + 1 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-308-63-25	Δ = 308	bi.bi = 63	b0.bi = 25	3 x (irr-B3-7) + 10 x (irr-B3-8) + 1 x (irr-B3-27) + 3 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-308-64-26	Δ = 308	bi.bi = 64	b0.bi = 26	3 x (irr-B3-7) + 2 x (irr-B3-8) + 7 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-308-68-26	Δ = 308	bi.bi = 68	b0.bi = 26	1 x (irr-B3-7) + 10 x (irr-B3-8) + 2 x (irr-B3-27) + 4 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-308-69-27	Δ = 308	bi.bi = 69	b0.bi = 27	1 x (irr-B3-7) + 2 x (irr-B3-8) + 7 x (irr-B3-21) + 2 x (irr-B3-27) + 3 x (irr-B3-35)
vtx-B03-308-98-30	Δ = 308	bi.bi = 98	b0.bi = 30	2 x (irr-B3-7) + 10 x (irr-B3-8) + 1 x (irr-B3-27) + 2 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-308-103-31-a	Δ = 308	bi.bi = 103	b0.bi = 31	10 x (irr-B3-8) + 2 x (irr-B3-27) + 1 x (irr-B3-35) + 1 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-308-103-31-b	Δ = 308	bi.bi = 103	b0.bi = 31	1 x (irr-B3-7) + 8 x (irr-B3-8) + 3 x (irr-B3-35) + 1 x (irr-B3-48) + 1 x (irr-B3-105)
vtx-B03-308-104-32-a	Δ = 308	bi.bi = 104	b0.bi = 32	2 x (irr-B3-8) + 7 x (irr-B3-21) + 2 x (irr-B3-27) + 1 x (irr-B3-112a)
vtx-B03-308-104-32-b	Δ = 308	bi.bi = 104	b0.bi = 32	1 x (irr-B3-7) + 7 x (irr-B3-21) + 2 x (irr-B3-35) + 1 x (irr-B3-105)
vtx-B03-308-138-36	Δ = 308	bi.bi = 138	b0.bi = 36	8 x (irr-B3-8) + 1 x (irr-B3-48) + 1 x (irr-B3-105) + 1 x (irr-B3-112a)
vtx-B03-309-19-15	Δ = 309	bi.bi = 19	b0.bi = 15	13 x (irr-B3-7) + 22 x (irr-B3-8) + 3 x (irr-B3-21)
vtx-B03-309-35-19	Δ = 309	bi.bi = 35	b0.bi = 19	7 x (irr-B3-7) + 16 x (irr-B3-8) + 5 x (irr-B3-21) + 1 x (irr-B3-48)
vtx-B03-309-40-20	Δ = 309	bi.bi = 40	b0.bi = 20	5 x (irr-B3-7) + 16 x (irr-B3-8) + 5 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35)
vtx-B03-309-48-22	Δ = 309	bi.bi = 48	b0.bi = 22	20 x (irr-B3-7) + 2 x (irr-B3-8) + 1 x (irr-B3-21) + 3 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-309-50-22	Δ = 309	bi.bi = 50	b0.bi = 22	1 x (irr-B3-7) + 18 x (irr-B3-8) + 1 x (irr-B3-35) + 3 x (irr-B3-48)
vtx-B03-309-51-23	Δ = 309	bi.bi = 51	b0.bi = 23	1 x (irr-B3-7) + 10 x (irr-B3-8) + 7 x (irr-B3-21) + 2 x (irr-B3-48)
vtx-B03-309-53-23	Δ = 309	bi.bi = 53	b0.bi = 23	18 x (irr-B3-7) + 2 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 4 x (irr-B3-35)
vtx-B03-309-83-27	Δ = 309	bi.bi = 83	b0.bi = 27	19 x (irr-B3-7) + 2 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-309-88-28	Δ = 309	bi.bi = 88	b0.bi = 28	17 x (irr-B3-7) + 2 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35) + 1 x (irr-B3-112a)
vtx-B03-309-160-38	Δ = 309	bi.bi = 160	b0.bi = 38	8 x (irr-B3-7) + 2 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-48) + 1 x (irr-B3-189)
vtx-B03-309-165-39	Δ = 309	bi.bi = 165	b0.bi = 39	6 x (irr-B3-7) + 2 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35) + 1 x (irr-B3-189)
vtx-B03-310-32-18	Δ = 310	bi.bi = 32	b0.bi = 18	1 x (irr-B3-7) + 24 x (irr-B3-8) + 5 x (irr-B3-21) + 1 x (irr-B3-27)
vtx-B03-310-40-20	Δ = 310	bi.bi = 40	b0.bi = 20	16 x (irr-B3-7) + 10 x (irr-B3-8) + 1 x (irr-B3-21) + 2 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-310-41-21	Δ = 310	bi.bi = 41	b0.bi = 21	16 x (irr-B3-7) + 2 x (irr-B3-8) + 8 x (irr-B3-21) + 1 x (irr-B3-35)
vtx-B03-310-45-21	Δ = 310	bi.bi = 45	b0.bi = 21	14 x (irr-B3-7) + 10 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 3 x (irr-B3-35)
vtx-B03-310-56-24	Δ = 310	bi.bi = 56	b0.bi = 24	10 x (irr-B3-7) + 4 x (irr-B3-8) + 3 x (irr-B3-21) + 2 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-310-61-25	Δ = 310	bi.bi = 61	b0.bi = 25	8 x (irr-B3-7) + 4 x (irr-B3-8) + 3 x (irr-B3-21) + 1 x (irr-B3-27) + 3 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-310-66-26	Δ = 310	bi.bi = 66	b0.bi = 26	6 x (irr-B3-7) + 4 x (irr-B3-8) + 3 x (irr-B3-21) + 2 x (irr-B3-27) + 4 x (irr-B3-35)
vtx-B03-310-80-26	Δ = 310	bi.bi = 80	b0.bi = 26	13 x (irr-B3-7) + 10 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-112a)
vtx-B03-310-96-30	Δ = 310	bi.bi = 96	b0.bi = 30	7 x (irr-B3-7) + 4 x (irr-B3-8) + 3 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-310-101-31-a	Δ = 310	bi.bi = 101	b0.bi = 31	6 x (irr-B3-7) + 2 x (irr-B3-8) + 3 x (irr-B3-21) + 3 x (irr-B3-35) + 1 x (irr-B3-105)
vtx-B03-310-101-31-b	Δ = 310	bi.bi = 101	b0.bi = 31	5 x (irr-B3-7) + 4 x (irr-B3-8) + 3 x (irr-B3-21) + 2 x (irr-B3-27) + 1 x (irr-B3-35) + 1 x (irr-B3-112a)
vtx-B03-310-130-34	Δ = 310	bi.bi = 130	b0.bi = 34	6 x (irr-B3-7) + 6 x (irr-B3-8) + 1 x (irr-B3-21) + 4 x (irr-B3-27) + 1 x (irr-B3-112b)
vtx-B03-310-136-36	Δ = 310	bi.bi = 136	b0.bi = 36	5 x (irr-B3-7) + 2 x (irr-B3-8) + 3 x (irr-B3-21) + 1 x (irr-B3-105) + 1 x (irr-B3-112a)
vtx-B03-310-146-38	Δ = 310	bi.bi = 146	b0.bi = 38	3 x (irr-B3-21) + 4 x (irr-B3-27) + 1 x (irr-B3-48) + 1 x (irr-B3-112b)
vtx-B03-310-157-37	Δ = 310	bi.bi = 157	b0.bi = 37	2 x (irr-B3-7) + 10 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-189)
vtx-B03-310-210-42	Δ = 310	bi.bi = 210	b0.bi = 42	8 x (irr-B3-7) + 4 x (irr-B3-8) + 1 x (irr-B3-21) + 2 x (irr-B3-27) + 1 x (irr-B3-168b)
vtx-B03-311-32-18	Δ = 311	bi.bi = 32	b0.bi = 18	12 x (irr-B3-7) + 18 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-311-33-19	Δ = 311	bi.bi = 33	b0.bi = 19	12 x (irr-B3-7) + 10 x (irr-B3-8) + 8 x (irr-B3-21)
vtx-B03-311-37-19	Δ = 311	bi.bi = 37	b0.bi = 19	10 x (irr-B3-7) + 18 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35)
vtx-B03-311-48-22	Δ = 311	bi.bi = 48	b0.bi = 22	6 x (irr-B3-7) + 12 x (irr-B3-8) + 3 x (irr-B3-21) + 1 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-311-49-23	Δ = 311	bi.bi = 49	b0.bi = 23	6 x (irr-B3-7) + 4 x (irr-B3-8) + 10 x (irr-B3-21) + 1 x (irr-B3-48)
vtx-B03-311-53-23	Δ = 311	bi.bi = 53	b0.bi = 23	4 x (irr-B3-7) + 12 x (irr-B3-8) + 3 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-311-54-24	Δ = 311	bi.bi = 54	b0.bi = 24	4 x (irr-B3-7) + 4 x (irr-B3-8) + 10 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35)
vtx-B03-311-58-24	Δ = 311	bi.bi = 58	b0.bi = 24	2 x (irr-B3-7) + 12 x (irr-B3-8) + 3 x (irr-B3-21) + 2 x (irr-B3-27) + 3 x (irr-B3-35)
vtx-B03-311-64-26	Δ = 311	bi.bi = 64	b0.bi = 26	6 x (irr-B3-8) + 5 x (irr-B3-21) + 1 x (irr-B3-35) + 3 x (irr-B3-48)
vtx-B03-311-93-29-a	Δ = 311	bi.bi = 93	b0.bi = 29	1 x (irr-B3-7) + 12 x (irr-B3-8) + 3 x (irr-B3-21) + 2 x (irr-B3-27) + 1 x (irr-B3-112a)
vtx-B03-311-93-29-b	Δ = 311	bi.bi = 93	b0.bi = 29	2 x (irr-B3-7) + 10 x (irr-B3-8) + 3 x (irr-B3-21) + 2 x (irr-B3-35) + 1 x (irr-B3-105)
vtx-B03-312-24-16	Δ = 312	bi.bi = 24	b0.bi = 16	8 x (irr-B3-7) + 26 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-48)
vtx-B03-312-29-17	Δ = 312	bi.bi = 29	b0.bi = 17	6 x (irr-B3-7) + 26 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35)
vtx-B03-312-38-20	Δ = 312	bi.bi = 38	b0.bi = 20	21 x (irr-B3-7) + 4 x (irr-B3-8) + 4 x (irr-B3-21) + 2 x (irr-B3-35)
vtx-B03-312-40-20	Δ = 312	bi.bi = 40	b0.bi = 20	2 x (irr-B3-7) + 20 x (irr-B3-8) + 3 x (irr-B3-21) + 2 x (irr-B3-48)
vtx-B03-312-45-21	Δ = 312	bi.bi = 45	b0.bi = 21	20 x (irr-B3-8) + 3 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-312-46-22	Δ = 312	bi.bi = 46	b0.bi = 22	12 x (irr-B3-8) + 10 x (irr-B3-21) + 1 x (irr-B3-27)
vtx-B03-312-69-27	Δ = 312	bi.bi = 69	b0.bi = 27	9 x (irr-B3-7) + 1 x (irr-B3-21) + 3 x (irr-B3-35) + 3 x (irr-B3-48)
vtx-B03-312-74-28	Δ = 312	bi.bi = 74	b0.bi = 28	7 x (irr-B3-7) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 4 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-312-79-29	Δ = 312	bi.bi = 79	b0.bi = 29	5 x (irr-B3-7) + 1 x (irr-B3-21) + 2 x (irr-B3-27) + 5 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-312-84-30	Δ = 312	bi.bi = 84	b0.bi = 30	3 x (irr-B3-7) + 1 x (irr-B3-21) + 3 x (irr-B3-27) + 6 x (irr-B3-35)
vtx-B03-312-104-32	Δ = 312	bi.bi = 104	b0.bi = 32	8 x (irr-B3-7) + 1 x (irr-B3-21) + 3 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-312-109-33	Δ = 312	bi.bi = 109	b0.bi = 33	6 x (irr-B3-7) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35) + 2 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-312-114-34	Δ = 312	bi.bi = 114	b0.bi = 34	4 x (irr-B3-7) + 1 x (irr-B3-21) + 2 x (irr-B3-27) + 2 x (irr-B3-35) + 1 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-312-119-35	Δ = 312	bi.bi = 119	b0.bi = 35	2 x (irr-B3-7) + 1 x (irr-B3-21) + 3 x (irr-B3-27) + 3 x (irr-B3-35) + 1 x (irr-B3-112a)
vtx-B03-312-154-40	Δ = 312	bi.bi = 154	b0.bi = 40	1 x (irr-B3-7) + 1 x (irr-B3-21) + 3 x (irr-B3-27) + 2 x (irr-B3-112a)
vtx-B03-313-21-15	Δ = 313	bi.bi = 21	b0.bi = 15	2 x (irr-B3-7) + 34 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27)
vtx-B03-313-30-18	Δ = 313	bi.bi = 30	b0.bi = 18	17 x (irr-B3-7) + 12 x (irr-B3-8) + 4 x (irr-B3-21) + 1 x (irr-B3-35)
vtx-B03-313-46-22	Δ = 313	bi.bi = 46	b0.bi = 22	11 x (irr-B3-7) + 6 x (irr-B3-8) + 6 x (irr-B3-21) + 1 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-313-51-23	Δ = 313	bi.bi = 51	b0.bi = 23	9 x (irr-B3-7) + 6 x (irr-B3-8) + 6 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35)
vtx-B03-313-61-25	Δ = 313	bi.bi = 61	b0.bi = 25	5 x (irr-B3-7) + 8 x (irr-B3-8) + 1 x (irr-B3-21) + 2 x (irr-B3-35) + 3 x (irr-B3-48)
vtx-B03-313-62-26	Δ = 313	bi.bi = 62	b0.bi = 26	5 x (irr-B3-7) + 8 x (irr-B3-21) + 1 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-313-66-26	Δ = 313	bi.bi = 66	b0.bi = 26	3 x (irr-B3-7) + 8 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 3 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-313-67-27	Δ = 313	bi.bi = 67	b0.bi = 27	3 x (irr-B3-7) + 8 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-313-71-27	Δ = 313	bi.bi = 71	b0.bi = 27	1 x (irr-B3-7) + 8 x (irr-B3-8) + 1 x (irr-B3-21) + 2 x (irr-B3-27) + 4 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-313-72-28	Δ = 313	bi.bi = 72	b0.bi = 28	1 x (irr-B3-7) + 8 x (irr-B3-21) + 2 x (irr-B3-27) + 3 x (irr-B3-35)
vtx-B03-313-101-31	Δ = 313	bi.bi = 101	b0.bi = 31	2 x (irr-B3-7) + 8 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-313-106-32-a	Δ = 313	bi.bi = 106	b0.bi = 32	8 x (irr-B3-8) + 1 x (irr-B3-21) + 2 x (irr-B3-27) + 1 x (irr-B3-35) + 1 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-313-106-32-b	Δ = 313	bi.bi = 106	b0.bi = 32	1 x (irr-B3-7) + 6 x (irr-B3-8) + 1 x (irr-B3-21) + 3 x (irr-B3-35) + 1 x (irr-B3-48) + 1 x (irr-B3-105)
vtx-B03-313-107-33	Δ = 313	bi.bi = 107	b0.bi = 33	8 x (irr-B3-21) + 2 x (irr-B3-27) + 1 x (irr-B3-112a)
vtx-B03-313-141-37	Δ = 313	bi.bi = 141	b0.bi = 37	6 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-48) + 1 x (irr-B3-105) + 1 x (irr-B3-112a)
vtx-B03-314-22-16	Δ = 314	bi.bi = 22	b0.bi = 16	13 x (irr-B3-7) + 20 x (irr-B3-8) + 4 x (irr-B3-21)
vtx-B03-314-35-19	Δ = 314	bi.bi = 35	b0.bi = 19	26 x (irr-B3-7) + 6 x (irr-B3-8) + 3 x (irr-B3-35)
vtx-B03-314-38-20	Δ = 314	bi.bi = 38	b0.bi = 20	7 x (irr-B3-7) + 14 x (irr-B3-8) + 6 x (irr-B3-21) + 1 x (irr-B3-48)
vtx-B03-314-43-21	Δ = 314	bi.bi = 43	b0.bi = 21	5 x (irr-B3-7) + 14 x (irr-B3-8) + 6 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35)
vtx-B03-314-51-23	Δ = 314	bi.bi = 51	b0.bi = 23	20 x (irr-B3-7) + 2 x (irr-B3-21) + 3 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-314-53-23	Δ = 314	bi.bi = 53	b0.bi = 23	1 x (irr-B3-7) + 16 x (irr-B3-8) + 1 x (irr-B3-21) + 1 x (irr-B3-35) + 3 x (irr-B3-48)
vtx-B03-314-54-24	Δ = 314	bi.bi = 54	b0.bi = 24	1 x (irr-B3-7) + 8 x (irr-B3-8) + 8 x (irr-B3-21) + 2 x (irr-B3-48)
vtx-B03-314-56-24	Δ = 314	bi.bi = 56	b0.bi = 24	18 x (irr-B3-7) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 4 x (irr-B3-35)
vtx-B03-314-70-24	Δ = 314	bi.bi = 70	b0.bi = 24	25 x (irr-B3-7) + 6 x (irr-B3-8) + 1 x (irr-B3-112a)
vtx-B03-314-86-28	Δ = 314	bi.bi = 86	b0.bi = 28	19 x (irr-B3-7) + 2 x (irr-B3-21) + 1 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-314-91-29	Δ = 314	bi.bi = 91	b0.bi = 29	17 x (irr-B3-7) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35) + 1 x (irr-B3-112a)
vtx-B03-314-120-32	Δ = 314	bi.bi = 120	b0.bi = 32	18 x (irr-B3-7) + 2 x (irr-B3-8) + 3 x (irr-B3-27) + 1 x (irr-B3-112b)
vtx-B03-314-147-35	Δ = 314	bi.bi = 147	b0.bi = 35	14 x (irr-B3-7) + 6 x (irr-B3-8) + 1 x (irr-B3-189)
vtx-B03-314-163-39	Δ = 314	bi.bi = 163	b0.bi = 39	8 x (irr-B3-7) + 2 x (irr-B3-21) + 1 x (irr-B3-48) + 1 x (irr-B3-189)
vtx-B03-314-168-40	Δ = 314	bi.bi = 168	b0.bi = 40	6 x (irr-B3-7) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35) + 1 x (irr-B3-189)
vtx-B03-314-200-40	Δ = 314	bi.bi = 200	b0.bi = 40	20 x (irr-B3-7) + 1 x (irr-B3-27) + 1 x (irr-B3-168b)
vtx-B03-315-27-17	Δ = 315	bi.bi = 27	b0.bi = 17	22 x (irr-B3-7) + 14 x (irr-B3-8) + 2 x (irr-B3-35)
vtx-B03-315-35-19	Δ = 315	bi.bi = 35	b0.bi = 19	1 x (irr-B3-7) + 22 x (irr-B3-8) + 6 x (irr-B3-21) + 1 x (irr-B3-27)
vtx-B03-315-43-21	Δ = 315	bi.bi = 43	b0.bi = 21	16 x (irr-B3-7) + 8 x (irr-B3-8) + 2 x (irr-B3-21) + 2 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-315-44-22	Δ = 315	bi.bi = 44	b0.bi = 22	16 x (irr-B3-7) + 9 x (irr-B3-21) + 1 x (irr-B3-35)
vtx-B03-315-48-22	Δ = 315	bi.bi = 48	b0.bi = 22	14 x (irr-B3-7) + 8 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 3 x (irr-B3-35)
vtx-B03-315-59-25	Δ = 315	bi.bi = 59	b0.bi = 25	10 x (irr-B3-7) + 2 x (irr-B3-8) + 4 x (irr-B3-21) + 2 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-315-64-26	Δ = 315	bi.bi = 64	b0.bi = 26	8 x (irr-B3-7) + 2 x (irr-B3-8) + 4 x (irr-B3-21) + 1 x (irr-B3-27) + 3 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-315-69-27	Δ = 315	bi.bi = 69	b0.bi = 27	6 x (irr-B3-7) + 2 x (irr-B3-8) + 4 x (irr-B3-21) + 2 x (irr-B3-27) + 4 x (irr-B3-35)
vtx-B03-315-83-27	Δ = 315	bi.bi = 83	b0.bi = 27	13 x (irr-B3-7) + 8 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-112a)
vtx-B03-315-99-31	Δ = 315	bi.bi = 99	b0.bi = 31	7 x (irr-B3-7) + 2 x (irr-B3-8) + 4 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-48) + 1 x (irr-B3-112a)
vtx-B03-315-104-32-a	Δ = 315	bi.bi = 104	b0.bi = 32	5 x (irr-B3-7) + 2 x (irr-B3-8) + 4 x (irr-B3-21) + 2 x (irr-B3-27) + 1 x (irr-B3-35) + 1 x (irr-B3-112a)
vtx-B03-315-104-32-b	Δ = 315	bi.bi = 104	b0.bi = 32	6 x (irr-B3-7) + 4 x (irr-B3-21) + 3 x (irr-B3-35) + 1 x (irr-B3-105)
vtx-B03-315-133-35	Δ = 315	bi.bi = 133	b0.bi = 35	6 x (irr-B3-7) + 4 x (irr-B3-8) + 2 x (irr-B3-21) + 4 x (irr-B3-27) + 1 x (irr-B3-112b)
vtx-B03-315-139-37	Δ = 315	bi.bi = 139	b0.bi = 37	5 x (irr-B3-7) + 4 x (irr-B3-21) + 1 x (irr-B3-105) + 1 x (irr-B3-112a)
vtx-B03-315-160-38	Δ = 315	bi.bi = 160	b0.bi = 38	2 x (irr-B3-7) + 8 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-189)
vtx-B03-315-213-43	Δ = 315	bi.bi = 213	b0.bi = 43	8 x (irr-B3-7) + 2 x (irr-B3-8) + 2 x (irr-B3-21) + 2 x (irr-B3-27) + 1 x (irr-B3-168b)
vtx-B03-316-19-15	Δ = 316	bi.bi = 19	b0.bi = 15	18 x (irr-B3-7) + 22 x (irr-B3-8) + 1 x (irr-B3-35)
vtx-B03-316-35-19	Δ = 316	bi.bi = 35	b0.bi = 19	12 x (irr-B3-7) + 16 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-316-36-20	Δ = 316	bi.bi = 36	b0.bi = 20	12 x (irr-B3-7) + 8 x (irr-B3-8) + 9 x (irr-B3-21)
vtx-B03-316-40-20	Δ = 316	bi.bi = 40	b0.bi = 20	10 x (irr-B3-7) + 16 x (irr-B3-8) + 2 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35)
vtx-B03-316-51-23	Δ = 316	bi.bi = 51	b0.bi = 23	6 x (irr-B3-7) + 10 x (irr-B3-8) + 4 x (irr-B3-21) + 1 x (irr-B3-35) + 2 x (irr-B3-48)
vtx-B03-316-52-24	Δ = 316	bi.bi = 52	b0.bi = 24	6 x (irr-B3-7) + 2 x (irr-B3-8) + 11 x (irr-B3-21) + 1 x (irr-B3-48)
vtx-B03-316-56-24	Δ = 316	bi.bi = 56	b0.bi = 24	4 x (irr-B3-7) + 10 x (irr-B3-8) + 4 x (irr-B3-21) + 1 x (irr-B3-27) + 2 x (irr-B3-35) + 1 x (irr-B3-48)
vtx-B03-316-57-25	Δ = 316	bi.bi = 57	b0.bi = 25	4 x (irr-B3-7) + 2 x (irr-B3-8) + 11 x (irr-B3-21) + 1 x (irr-B3-27) + 1 x (irr-B3-35)
vtx-B03-316-61-25	Δ = 316	bi.bi = 61	b0.bi = 25	2 x (irr-B3-7) + 10 x (irr-B3-8) + 4 x (irr-B3-21) + 2 x (irr-B3-27) + 3 x (irr-B3-35)
vtx-B03-316-67-27	Δ = 316	bi.bi = 67	b0.bi = 27	4 x (irr-B3-8) + 6 x (irr-B3-21) + 1 x (irr-B3-35) + 3 x (irr-B3-48)
vtx-B03-316-96-30-a	Δ = 316	bi.bi = 96	b0.bi = 30	1 x (irr-B3-7) + 10 x (irr-B3-8) + 4 x (irr-B3-21) + 2 x (irr-B3-27) + 1 x (irr-B3-112a)
vtx-B03-316-96-30-b	Δ = 316	bi.bi = 96	b0.bi = 30	2 x (irr-B3-7) + 8 x (irr-B3-8) + 4 x (irr-B3-21) + 2 x (irr-B3-35) + 1 x (irr-B3-105)
vtx-B03-317-11-13	Δ = 317	bi.bi = 11	b0.bi = 13	14 x (irr-B3-7) + 30 x (irr-B3-8)
