vtx-B14-0-0-0	Δ = 0	bi.bi = 0	b0.bi = 0	1 x (irr-B14-406)
vtx-B14-203-n4-n2	Δ = 203	bi.bi = -4	b0.bi = -2	21 x (irr-B14-29)
