irr-A4-5	5	1	1	0	False	(1,0,0,0)
irr-A4-10	10	3	-3	3	False	(0,1,0,0)
irr-A4-15	15	7	13	3	False	(2,0,0,0)
irr-A4-24	24	10	10	6	False	(1,0,0,1)
irr-A4-35	35	28	82	27	False	(3,0,0,0)
irr-A4-40	40	22	-2	30	False	(1,1,0,0)
irr-A4-45	45	24	-6	33	False	(1,0,1,0)
irr-A4-50	50	35	-55	81	False	(0,2,0,0)
irr-A4-70b	70	84	354	135	False	(4,0,0,0)
irr-A4-70a	70	49	79	57	False	(2,0,0,1)
irr-A4-75	75	50	-70	108	False	(0,1,1,0)
irr-A4-105	105	91	91	168	False	(2,1,0,0)
irr-A4-126a	126	105	75	195	False	(2,0,1,0)
irr-A4-126b	126	210	1200	495	False	(5,0,0,0)
irr-A4-160	160	168	432	300	False	(3,0,0,1)
irr-A4-175a	175	140	20	276	False	(1,1,0,1)
irr-A4-175b	175	175	-155	507	False	(1,2,0,0)
irr-A4-175c	175	210	-480	831	False	(0,3,0,0)
irr-A4-200	200	200	380	378	False	(2,0,0,2)
irr-A4-210a	210	203	-223	585	False	(1,0,2,0)
irr-A4-210b	210	462	3432	1485	False	(6,0,0,0)
irr-A4-224	224	280	640	684	False	(3,1,0,0)
irr-A4-280a	280	266	-214	726	False	(1,1,1,0)
irr-A4-280b	280	336	636	822	False	(3,0,1,0)
irr-A4-315a	315	357	-717	1311	False	(0,2,1,0)
irr-A4-315b	315	462	1758	1152	False	(4,0,0,1)
irr-A4-330	330	924	8646	3861	False	(7,0,0,0)
irr-A4-420b	420	714	2694	2250	False	(4,1,0,0)
irr-A4-420a	420	574	94	2028	False	(2,2,0,0)
irr-A4-450a	450	510	480	1329	False	(2,1,0,1)
irr-A4-450b	450	615	1605	1629	False	(3,0,0,2)
irr-A4-480	480	536	416	1404	False	(2,0,1,1)
irr-A4-490	490	882	-2772	5229	False	(0,4,0,0)
irr-A4-495	495	1716	19734	9009	False	(8,0,0,0)
irr-A4-540	540	882	2898	2772	False	(4,0,1,0)
irr-A4-560b	560	868	-1508	4104	False	(1,3,0,0)
irr-A4-560a	560	728	-208	2556	False	(2,0,2,0)
irr-A4-560c	560	1092	5772	3600	False	(5,0,0,1)
