irr-A3-4	4	1	1	0	False	(1,0,0)
irr-A3-6	6	2	-4	3	False	(0,1,0)
irr-A3-10	10	6	12	3	False	(2,0,0)
irr-A3-15	15	8	8	6	False	(1,0,1)
irr-A3-20a	20	13	-11	24	False	(1,1,0)
irr-A3-20b	20	16	-56	54	False	(0,2,0)
irr-A3-20c	20	21	69	24	False	(3,0,0)
irr-A3-35	35	56	272	108	False	(4,0,0)
irr-A3-36	36	33	57	48	False	(2,0,1)
irr-A3-45	45	48	24	114	False	(2,1,0)
irr-A3-50	50	70	-380	405	False	(0,3,0)
irr-A3-56	56	126	846	360	False	(5,0,0)
irr-A3-60	60	71	-193	288	False	(1,2,0)
irr-A3-64	64	64	-32	168	False	(1,1,1)
irr-A3-70	70	98	284	219	False	(3,0,1)
irr-A3-84a	84	112	232	270	False	(2,0,2)
irr-A3-84b	84	133	277	408	False	(3,1,0)
irr-A3-84c	84	252	2232	990	False	(6,0,0)
irr-A3-105	105	224	-1744	1956	False	(0,4,0)
irr-A3-120a	120	238	1054	744	False	(4,0,1)
irr-A3-120b	120	462	5214	2376	False	(7,0,0)
irr-A3-126	126	210	-300	1005	False	(2,2,0)
irr-A3-140a	140	203	83	696	False	(2,1,1)
irr-A3-140b	140	259	-1277	1752	False	(1,3,0)
irr-A3-140c	140	308	1208	1206	False	(4,1,0)
irr-A3-160	160	296	872	1008	False	(3,0,2)
irr-A3-165	165	792	11088	5148	False	(8,0,0)
irr-A3-175	175	280	-680	1410	False	(1,2,1)
irr-A3-189	189	504	3168	2088	False	(5,0,1)
irr-A3-196	196	588	-6216	7182	False	(0,5,0)
irr-A3-216	216	630	3798	3096	False	(5,1,0)
irr-A3-220	220	1287	21879	10296	False	(9,0,0)
irr-A3-224	224	504	120	2832	False	(3,2,0)
irr-A3-256	256	512	896	2208	False	(3,1,1)
irr-A3-270	270	666	2844	2979	False	(4,0,2)
irr-A3-280a	280	672	-2544	5196	False	(2,3,0)
irr-A3-280b	280	742	-5594	7416	False	(1,4,0)
irr-A3-280c	280	966	8166	5112	False	(6,0,1)
irr-A3-286	286	2002	40612	19305	False	(10,0,0)
irr-A3-300a	300	580	520	2610	False	(2,1,2)
irr-A3-300b	300	720	2520	3330	False	(3,0,3)
irr-A3-315	315	1176	9888	7128	False	(6,1,0)
irr-A3-336	336	1344	-18528	21816	False	(0,6,0)
irr-A3-360a	360	762	-1158	4584	False	(2,2,1)
irr-A3-360b	360	1056	2352	6948	False	(4,2,0)
irr-A3-364	364	3003	71643	34320	False	(11,0,0)
irr-A3-384	384	896	-4288	7152	False	(1,3,1)
irr-A3-396	396	1716	18744	11286	False	(7,0,1)
irr-A3-420a	420	1113	3849	5904	False	(4,1,1)
irr-A3-420b	420	1337	8009	7536	False	(5,0,2)
irr-A3-440	440	2046	22638	15048	False	(7,1,0)
irr-A3-455	455	4368	121056	58344	False	(12,0,0)
irr-A3-480	480	1464	-3144	12816	False	(3,3,0)
irr-A3-500	500	1525	6925	9000	False	(4,0,3)
irr-A3-504	504	1806	-19074	24840	False	(1,5,0)
