irr-B5-11	11	2	4	0	False	(1,0,0,0,0)
irr-B5-32-h	16	4	-4	3	True	(0,0,0,0,1)
irr-B5-55	55	18	12	12	False	(0,1,0,0,0)
irr-B5-65	65	26	76	12	False	(2,0,0,0,0)
irr-B5-320-h	160	72	24	78	True	(1,0,0,0,1)
irr-B5-165	165	72	-24	84	False	(0,0,1,0,0)
irr-B5-275	275	180	720	180	False	(3,0,0,0,0)
irr-B5-330	330	168	-168	252	False	(0,0,0,1,0)
irr-B5-429	429	234	372	264	False	(1,1,0,0,0)
irr-B5-462	462	252	-336	420	False	(0,0,0,0,2)
irr-B5-1408-h	704	432	-48	708	True	(0,1,0,0,1)
irr-B5-1760-h	880	604	932	933	True	(2,0,0,0,1)
irr-B5-935	935	884	4624	1428	False	(4,0,0,0,0)
