vtx-C05-0-0-0	Δ = 0	bi.bi = 0	b0.bi = 0	1 x (irr-C5-55)
vtx-C05-677-45-31	Δ = 677	bi.bi = 45	b0.bi = 31	6 x (irr-C5-10) + 2 x (irr-C5-132-h) + 2 x (irr-C5-110) + 2 x (irr-C5-320-h)
vtx-C05-677-48-32	Δ = 677	bi.bi = 48	b0.bi = 32	6 x (irr-C5-10) + 1 x (irr-C5-55) + 2 x (irr-C5-132-h) + 2 x (irr-C5-320-h) + 1 x (irr-C5-165)
vtx-C05-677-54-34	Δ = 677	bi.bi = 54	b0.bi = 34	3 x (irr-C5-44) + 5 x (irr-C5-132-h) + 1 x (irr-C5-220-h) + 1 x (irr-C5-320-h)
vtx-C05-678-41-29	Δ = 678	bi.bi = 41	b0.bi = 29	10 x (irr-C5-10) + 1 x (irr-C5-44) + 3 x (irr-C5-55) + 4 x (irr-C5-132-h) + 1 x (irr-C5-320-h)
vtx-C05-679-39-29	Δ = 679	bi.bi = 39	b0.bi = 29	3 x (irr-C5-10) + 6 x (irr-C5-55) + 4 x (irr-C5-132-h) + 1 x (irr-C5-110)
vtx-C05-679-48-32	Δ = 679	bi.bi = 48	b0.bi = 32	3 x (irr-C5-10) + 2 x (irr-C5-55) + 4 x (irr-C5-132-h) + 2 x (irr-C5-110) + 1 x (irr-C5-220-h)
vtx-C05-679-51-33	Δ = 679	bi.bi = 51	b0.bi = 33	3 x (irr-C5-10) + 3 x (irr-C5-55) + 4 x (irr-C5-132-h) + 1 x (irr-C5-220-h) + 1 x (irr-C5-165)
vtx-C05-680-42-28	Δ = 680	bi.bi = 42	b0.bi = 28	24 x (irr-C5-10) + 1 x (irr-C5-55) + 5 x (irr-C5-132-h) + 1 x (irr-C5-220-h)
vtx-C05-681-63-37	Δ = 681	bi.bi = 63	b0.bi = 37	1 x (irr-C5-10) + 1 x (irr-C5-44) + 7 x (irr-C5-132-h) + 2 x (irr-C5-220-h)
vtx-C05-689-18-20	Δ = 689	bi.bi = 18	b0.bi = 20	15 x (irr-C5-10) + 12 x (irr-C5-44) + 1 x (irr-C5-132-h)
vtx-C05-691-26-24	Δ = 691	bi.bi = 26	b0.bi = 24	2 x (irr-C5-10) + 11 x (irr-C5-44) + 2 x (irr-C5-55) + 2 x (irr-C5-132-h)
vtx-C05-692-22-22	Δ = 692	bi.bi = 22	b0.bi = 22	12 x (irr-C5-10) + 9 x (irr-C5-44) + 1 x (irr-C5-55) + 1 x (irr-C5-132-h) + 1 x (irr-C5-110)
vtx-C05-693-18-20	Δ = 693	bi.bi = 18	b0.bi = 20	22 x (irr-C5-10) + 7 x (irr-C5-44) + 2 x (irr-C5-110)
vtx-C05-693-21-21	Δ = 693	bi.bi = 21	b0.bi = 21	22 x (irr-C5-10) + 7 x (irr-C5-44) + 1 x (irr-C5-55) + 1 x (irr-C5-165)
vtx-C05-693-32-26	Δ = 693	bi.bi = 32	b0.bi = 26	6 x (irr-C5-10) + 9 x (irr-C5-44) + 2 x (irr-C5-132-h) + 1 x (irr-C5-320-h)
vtx-C05-695-26-24	Δ = 695	bi.bi = 26	b0.bi = 24	9 x (irr-C5-10) + 6 x (irr-C5-44) + 2 x (irr-C5-55) + 1 x (irr-C5-132-h) + 2 x (irr-C5-110)
vtx-C05-695-29-25	Δ = 695	bi.bi = 29	b0.bi = 25	9 x (irr-C5-10) + 6 x (irr-C5-44) + 3 x (irr-C5-55) + 1 x (irr-C5-132-h) + 1 x (irr-C5-165)
vtx-C05-696-20-20	Δ = 696	bi.bi = 20	b0.bi = 20	30 x (irr-C5-10) + 6 x (irr-C5-44) + 1 x (irr-C5-55) + 2 x (irr-C5-132-h)
vtx-C05-696-22-22	Δ = 696	bi.bi = 22	b0.bi = 22	19 x (irr-C5-10) + 4 x (irr-C5-44) + 1 x (irr-C5-55) + 3 x (irr-C5-110)
vtx-C05-696-25-23	Δ = 696	bi.bi = 25	b0.bi = 23	19 x (irr-C5-10) + 4 x (irr-C5-44) + 2 x (irr-C5-55) + 1 x (irr-C5-110) + 1 x (irr-C5-165)
vtx-C05-696-36-28	Δ = 696	bi.bi = 36	b0.bi = 28	3 x (irr-C5-10) + 6 x (irr-C5-44) + 1 x (irr-C5-55) + 2 x (irr-C5-132-h) + 1 x (irr-C5-110) + 1 x (irr-C5-320-h)
vtx-C05-697-16-18	Δ = 697	bi.bi = 16	b0.bi = 18	40 x (irr-C5-10) + 4 x (irr-C5-44) + 1 x (irr-C5-132-h) + 1 x (irr-C5-110)
vtx-C05-697-32-26	Δ = 697	bi.bi = 32	b0.bi = 26	13 x (irr-C5-10) + 4 x (irr-C5-44) + 1 x (irr-C5-132-h) + 2 x (irr-C5-110) + 1 x (irr-C5-320-h)
vtx-C05-697-35-27	Δ = 697	bi.bi = 35	b0.bi = 27	13 x (irr-C5-10) + 4 x (irr-C5-44) + 1 x (irr-C5-55) + 1 x (irr-C5-132-h) + 1 x (irr-C5-320-h) + 1 x (irr-C5-165)
vtx-C05-697-41-29	Δ = 697	bi.bi = 41	b0.bi = 29	7 x (irr-C5-10) + 7 x (irr-C5-44) + 4 x (irr-C5-132-h) + 1 x (irr-C5-220-h)
vtx-C05-698-15-17	Δ = 698	bi.bi = 15	b0.bi = 17	50 x (irr-C5-10) + 2 x (irr-C5-44) + 1 x (irr-C5-165)
vtx-C05-698-28-24	Δ = 698	bi.bi = 28	b0.bi = 24	17 x (irr-C5-10) + 5 x (irr-C5-44) + 3 x (irr-C5-55) + 3 x (irr-C5-132-h)
vtx-C05-698-30-26	Δ = 698	bi.bi = 30	b0.bi = 26	6 x (irr-C5-10) + 3 x (irr-C5-44) + 3 x (irr-C5-55) + 1 x (irr-C5-132-h) + 3 x (irr-C5-110)
vtx-C05-698-31-25	Δ = 698	bi.bi = 31	b0.bi = 25	23 x (irr-C5-10) + 2 x (irr-C5-44) + 1 x (irr-C5-110) + 1 x (irr-C5-320-h) + 1 x (irr-C5-165)
vtx-C05-698-33-27	Δ = 698	bi.bi = 33	b0.bi = 27	6 x (irr-C5-10) + 3 x (irr-C5-44) + 4 x (irr-C5-55) + 1 x (irr-C5-132-h) + 1 x (irr-C5-110) + 1 x (irr-C5-165)
vtx-C05-698-42-30	Δ = 698	bi.bi = 42	b0.bi = 30	6 x (irr-C5-10) + 3 x (irr-C5-44) + 1 x (irr-C5-132-h) + 2 x (irr-C5-110) + 1 x (irr-C5-220-h) + 1 x (irr-C5-165)
vtx-C05-698-45-31	Δ = 698	bi.bi = 45	b0.bi = 31	6 x (irr-C5-10) + 3 x (irr-C5-44) + 1 x (irr-C5-55) + 1 x (irr-C5-132-h) + 1 x (irr-C5-220-h) + 2 x (irr-C5-165)
vtx-C05-699-24-22	Δ = 699	bi.bi = 24	b0.bi = 22	27 x (irr-C5-10) + 3 x (irr-C5-44) + 2 x (irr-C5-55) + 2 x (irr-C5-132-h) + 1 x (irr-C5-110)
vtx-C05-699-26-24	Δ = 699	bi.bi = 26	b0.bi = 24	16 x (irr-C5-10) + 1 x (irr-C5-44) + 2 x (irr-C5-55) + 4 x (irr-C5-110)
vtx-C05-699-29-25	Δ = 699	bi.bi = 29	b0.bi = 25	16 x (irr-C5-10) + 1 x (irr-C5-44) + 3 x (irr-C5-55) + 2 x (irr-C5-110) + 1 x (irr-C5-165)
vtx-C05-699-32-26	Δ = 699	bi.bi = 32	b0.bi = 26	16 x (irr-C5-10) + 1 x (irr-C5-44) + 4 x (irr-C5-55) + 2 x (irr-C5-165)
vtx-C05-699-40-30	Δ = 699	bi.bi = 40	b0.bi = 30	3 x (irr-C5-44) + 2 x (irr-C5-55) + 2 x (irr-C5-132-h) + 2 x (irr-C5-110) + 1 x (irr-C5-320-h)
vtx-C05-699-41-29	Δ = 699	bi.bi = 41	b0.bi = 29	16 x (irr-C5-10) + 1 x (irr-C5-44) + 1 x (irr-C5-110) + 1 x (irr-C5-220-h) + 2 x (irr-C5-165)
vtx-C05-699-43-31	Δ = 699	bi.bi = 43	b0.bi = 31	3 x (irr-C5-44) + 3 x (irr-C5-55) + 2 x (irr-C5-132-h) + 1 x (irr-C5-320-h) + 1 x (irr-C5-165)
vtx-C05-700-20-20	Δ = 700	bi.bi = 20	b0.bi = 20	37 x (irr-C5-10) + 1 x (irr-C5-44) + 1 x (irr-C5-55) + 1 x (irr-C5-132-h) + 2 x (irr-C5-110)
vtx-C05-700-23-21	Δ = 700	bi.bi = 23	b0.bi = 21	37 x (irr-C5-10) + 1 x (irr-C5-44) + 2 x (irr-C5-55) + 1 x (irr-C5-132-h) + 1 x (irr-C5-165)
vtx-C05-700-34-26	Δ = 700	bi.bi = 34	b0.bi = 26	21 x (irr-C5-10) + 3 x (irr-C5-44) + 1 x (irr-C5-55) + 3 x (irr-C5-132-h) + 1 x (irr-C5-320-h)
vtx-C05-700-36-28-a	Δ = 700	bi.bi = 36	b0.bi = 28	10 x (irr-C5-10) + 1 x (irr-C5-44) + 1 x (irr-C5-55) + 1 x (irr-C5-132-h) + 3 x (irr-C5-110) + 1 x (irr-C5-320-h)
vtx-C05-700-36-28-b	Δ = 700	bi.bi = 36	b0.bi = 28	4 x (irr-C5-10) + 4 x (irr-C5-44) + 5 x (irr-C5-55) + 4 x (irr-C5-132-h)
vtx-C05-700-39-29	Δ = 700	bi.bi = 39	b0.bi = 29	10 x (irr-C5-10) + 1 x (irr-C5-44) + 2 x (irr-C5-55) + 1 x (irr-C5-132-h) + 1 x (irr-C5-110) + 1 x (irr-C5-320-h) + 1 x (irr-C5-165)
vtx-C05-700-45-31	Δ = 700	bi.bi = 45	b0.bi = 31	4 x (irr-C5-10) + 4 x (irr-C5-44) + 1 x (irr-C5-55) + 4 x (irr-C5-132-h) + 1 x (irr-C5-110) + 1 x (irr-C5-220-h)
vtx-C05-701-14-16	Δ = 701	bi.bi = 14	b0.bi = 16	58 x (irr-C5-10) + 1 x (irr-C5-44) + 2 x (irr-C5-132-h)
vtx-C05-701-30-24	Δ = 701	bi.bi = 30	b0.bi = 24	31 x (irr-C5-10) + 1 x (irr-C5-44) + 2 x (irr-C5-132-h) + 1 x (irr-C5-110) + 1 x (irr-C5-320-h)
vtx-C05-701-32-26	Δ = 701	bi.bi = 32	b0.bi = 26	14 x (irr-C5-10) + 2 x (irr-C5-44) + 4 x (irr-C5-55) + 3 x (irr-C5-132-h) + 1 x (irr-C5-110)
vtx-C05-701-34-28	Δ = 701	bi.bi = 34	b0.bi = 28	3 x (irr-C5-10) + 4 x (irr-C5-55) + 1 x (irr-C5-132-h) + 4 x (irr-C5-110)
vtx-C05-701-37-29	Δ = 701	bi.bi = 37	b0.bi = 29	3 x (irr-C5-10) + 5 x (irr-C5-55) + 1 x (irr-C5-132-h) + 2 x (irr-C5-110) + 1 x (irr-C5-165)
vtx-C05-701-40-30	Δ = 701	bi.bi = 40	b0.bi = 30	3 x (irr-C5-10) + 6 x (irr-C5-55) + 1 x (irr-C5-132-h) + 2 x (irr-C5-165)
vtx-C05-701-41-29	Δ = 701	bi.bi = 41	b0.bi = 29	14 x (irr-C5-10) + 2 x (irr-C5-44) + 3 x (irr-C5-132-h) + 2 x (irr-C5-110) + 1 x (irr-C5-220-h)
vtx-C05-701-43-31	Δ = 701	bi.bi = 43	b0.bi = 31	3 x (irr-C5-10) + 1 x (irr-C5-132-h) + 5 x (irr-C5-110) + 1 x (irr-C5-220-h)
vtx-C05-701-44-30	Δ = 701	bi.bi = 44	b0.bi = 30	14 x (irr-C5-10) + 2 x (irr-C5-44) + 1 x (irr-C5-55) + 3 x (irr-C5-132-h) + 1 x (irr-C5-220-h) + 1 x (irr-C5-165)
vtx-C05-701-46-32-a	Δ = 701	bi.bi = 46	b0.bi = 32	4 x (irr-C5-10) + 1 x (irr-C5-44) + 2 x (irr-C5-132-h) + 2 x (irr-C5-110) + 2 x (irr-C5-320-h)
vtx-C05-701-46-32-b	Δ = 701	bi.bi = 46	b0.bi = 32	3 x (irr-C5-10) + 1 x (irr-C5-55) + 1 x (irr-C5-132-h) + 3 x (irr-C5-110) + 1 x (irr-C5-220-h) + 1 x (irr-C5-165)
vtx-C05-701-49-33-a	Δ = 701	bi.bi = 49	b0.bi = 33	4 x (irr-C5-10) + 1 x (irr-C5-44) + 1 x (irr-C5-55) + 2 x (irr-C5-132-h) + 2 x (irr-C5-320-h) + 1 x (irr-C5-165)
vtx-C05-701-49-33-b	Δ = 701	bi.bi = 49	b0.bi = 33	3 x (irr-C5-10) + 2 x (irr-C5-55) + 1 x (irr-C5-132-h) + 1 x (irr-C5-110) + 1 x (irr-C5-220-h) + 2 x (irr-C5-165)
vtx-C05-702-28-24	Δ = 702	bi.bi = 28	b0.bi = 24	24 x (irr-C5-10) + 3 x (irr-C5-55) + 2 x (irr-C5-132-h) + 2 x (irr-C5-110)
vtx-C05-702-31-25	Δ = 702	bi.bi = 31	b0.bi = 25	24 x (irr-C5-10) + 4 x (irr-C5-55) + 2 x (irr-C5-132-h) + 1 x (irr-C5-165)
vtx-C05-702-40-28	Δ = 702	bi.bi = 40	b0.bi = 28	24 x (irr-C5-10) + 2 x (irr-C5-132-h) + 1 x (irr-C5-110) + 1 x (irr-C5-220-h) + 1 x (irr-C5-165)
vtx-C05-702-42-30	Δ = 702	bi.bi = 42	b0.bi = 30	8 x (irr-C5-10) + 2 x (irr-C5-44) + 3 x (irr-C5-55) + 4 x (irr-C5-132-h) + 1 x (irr-C5-320-h)
vtx-C05-703-22-20	Δ = 703	bi.bi = 22	b0.bi = 20	45 x (irr-C5-10) + 2 x (irr-C5-55) + 3 x (irr-C5-132-h)
vtx-C05-703-38-28	Δ = 703	bi.bi = 38	b0.bi = 28	18 x (irr-C5-10) + 2 x (irr-C5-55) + 3 x (irr-C5-132-h) + 1 x (irr-C5-110) + 1 x (irr-C5-320-h)
vtx-C05-703-40-30	Δ = 703	bi.bi = 40	b0.bi = 30	1 x (irr-C5-10) + 1 x (irr-C5-44) + 6 x (irr-C5-55) + 4 x (irr-C5-132-h) + 1 x (irr-C5-110)
vtx-C05-703-49-33	Δ = 703	bi.bi = 49	b0.bi = 33	1 x (irr-C5-10) + 1 x (irr-C5-44) + 2 x (irr-C5-55) + 4 x (irr-C5-132-h) + 2 x (irr-C5-110) + 1 x (irr-C5-220-h)
vtx-C05-703-52-34	Δ = 703	bi.bi = 52	b0.bi = 34	1 x (irr-C5-10) + 1 x (irr-C5-44) + 3 x (irr-C5-55) + 4 x (irr-C5-132-h) + 1 x (irr-C5-220-h) + 1 x (irr-C5-165)
vtx-C05-704-43-29	Δ = 704	bi.bi = 43	b0.bi = 29	22 x (irr-C5-10) + 1 x (irr-C5-44) + 1 x (irr-C5-55) + 5 x (irr-C5-132-h) + 1 x (irr-C5-220-h)
vtx-C05-704-48-32	Δ = 704	bi.bi = 48	b0.bi = 32	12 x (irr-C5-10) + 1 x (irr-C5-55) + 4 x (irr-C5-132-h) + 2 x (irr-C5-320-h)
vtx-C05-706-51-33	Δ = 706	bi.bi = 51	b0.bi = 33	9 x (irr-C5-10) + 3 x (irr-C5-55) + 6 x (irr-C5-132-h) + 1 x (irr-C5-220-h)
vtx-C05-713-19-21	Δ = 713	bi.bi = 19	b0.bi = 21	13 x (irr-C5-10) + 13 x (irr-C5-44) + 1 x (irr-C5-132-h)
vtx-C05-715-27-25	Δ = 715	bi.bi = 27	b0.bi = 25	12 x (irr-C5-44) + 2 x (irr-C5-55) + 2 x (irr-C5-132-h)
vtx-C05-716-23-23	Δ = 716	bi.bi = 23	b0.bi = 23	10 x (irr-C5-10) + 10 x (irr-C5-44) + 1 x (irr-C5-55) + 1 x (irr-C5-132-h) + 1 x (irr-C5-110)
vtx-C05-717-19-21	Δ = 717	bi.bi = 19	b0.bi = 21	20 x (irr-C5-10) + 8 x (irr-C5-44) + 2 x (irr-C5-110)
vtx-C05-717-22-22	Δ = 717	bi.bi = 22	b0.bi = 22	20 x (irr-C5-10) + 8 x (irr-C5-44) + 1 x (irr-C5-55) + 1 x (irr-C5-165)
vtx-C05-717-33-27	Δ = 717	bi.bi = 33	b0.bi = 27	4 x (irr-C5-10) + 10 x (irr-C5-44) + 2 x (irr-C5-132-h) + 1 x (irr-C5-320-h)
vtx-C05-719-27-25	Δ = 719	bi.bi = 27	b0.bi = 25	7 x (irr-C5-10) + 7 x (irr-C5-44) + 2 x (irr-C5-55) + 1 x (irr-C5-132-h) + 2 x (irr-C5-110)
vtx-C05-719-30-26	Δ = 719	bi.bi = 30	b0.bi = 26	7 x (irr-C5-10) + 7 x (irr-C5-44) + 3 x (irr-C5-55) + 1 x (irr-C5-132-h) + 1 x (irr-C5-165)
vtx-C05-720-21-21	Δ = 720	bi.bi = 21	b0.bi = 21	28 x (irr-C5-10) + 7 x (irr-C5-44) + 1 x (irr-C5-55) + 2 x (irr-C5-132-h)
vtx-C05-720-23-23	Δ = 720	bi.bi = 23	b0.bi = 23	17 x (irr-C5-10) + 5 x (irr-C5-44) + 1 x (irr-C5-55) + 3 x (irr-C5-110)
vtx-C05-720-26-24	Δ = 720	bi.bi = 26	b0.bi = 24	17 x (irr-C5-10) + 5 x (irr-C5-44) + 2 x (irr-C5-55) + 1 x (irr-C5-110) + 1 x (irr-C5-165)
vtx-C05-720-37-29	Δ = 720	bi.bi = 37	b0.bi = 29	1 x (irr-C5-10) + 7 x (irr-C5-44) + 1 x (irr-C5-55) + 2 x (irr-C5-132-h) + 1 x (irr-C5-110) + 1 x (irr-C5-320-h)
vtx-C05-721-17-19	Δ = 721	bi.bi = 17	b0.bi = 19	38 x (irr-C5-10) + 5 x (irr-C5-44) + 1 x (irr-C5-132-h) + 1 x (irr-C5-110)
vtx-C05-721-33-27	Δ = 721	bi.bi = 33	b0.bi = 27	11 x (irr-C5-10) + 5 x (irr-C5-44) + 1 x (irr-C5-132-h) + 2 x (irr-C5-110) + 1 x (irr-C5-320-h)
vtx-C05-721-36-28	Δ = 721	bi.bi = 36	b0.bi = 28	11 x (irr-C5-10) + 5 x (irr-C5-44) + 1 x (irr-C5-55) + 1 x (irr-C5-132-h) + 1 x (irr-C5-320-h) + 1 x (irr-C5-165)
vtx-C05-721-42-30	Δ = 721	bi.bi = 42	b0.bi = 30	5 x (irr-C5-10) + 8 x (irr-C5-44) + 4 x (irr-C5-132-h) + 1 x (irr-C5-220-h)
vtx-C05-722-16-18	Δ = 722	bi.bi = 16	b0.bi = 18	48 x (irr-C5-10) + 3 x (irr-C5-44) + 1 x (irr-C5-165)
vtx-C05-722-29-25	Δ = 722	bi.bi = 29	b0.bi = 25	15 x (irr-C5-10) + 6 x (irr-C5-44) + 3 x (irr-C5-55) + 3 x (irr-C5-132-h)
vtx-C05-722-31-27	Δ = 722	bi.bi = 31	b0.bi = 27	4 x (irr-C5-10) + 4 x (irr-C5-44) + 3 x (irr-C5-55) + 1 x (irr-C5-132-h) + 3 x (irr-C5-110)
vtx-C05-722-32-26	Δ = 722	bi.bi = 32	b0.bi = 26	21 x (irr-C5-10) + 3 x (irr-C5-44) + 1 x (irr-C5-110) + 1 x (irr-C5-320-h) + 1 x (irr-C5-165)
vtx-C05-722-34-28	Δ = 722	bi.bi = 34	b0.bi = 28	4 x (irr-C5-10) + 4 x (irr-C5-44) + 4 x (irr-C5-55) + 1 x (irr-C5-132-h) + 1 x (irr-C5-110) + 1 x (irr-C5-165)
vtx-C05-722-43-31	Δ = 722	bi.bi = 43	b0.bi = 31	4 x (irr-C5-10) + 4 x (irr-C5-44) + 1 x (irr-C5-132-h) + 2 x (irr-C5-110) + 1 x (irr-C5-220-h) + 1 x (irr-C5-165)
vtx-C05-722-46-32	Δ = 722	bi.bi = 46	b0.bi = 32	4 x (irr-C5-10) + 4 x (irr-C5-44) + 1 x (irr-C5-55) + 1 x (irr-C5-132-h) + 1 x (irr-C5-220-h) + 2 x (irr-C5-165)
vtx-C05-723-25-23	Δ = 723	bi.bi = 25	b0.bi = 23	25 x (irr-C5-10) + 4 x (irr-C5-44) + 2 x (irr-C5-55) + 2 x (irr-C5-132-h) + 1 x (irr-C5-110)
vtx-C05-723-27-25	Δ = 723	bi.bi = 27	b0.bi = 25	14 x (irr-C5-10) + 2 x (irr-C5-44) + 2 x (irr-C5-55) + 4 x (irr-C5-110)
vtx-C05-723-30-26	Δ = 723	bi.bi = 30	b0.bi = 26	14 x (irr-C5-10) + 2 x (irr-C5-44) + 3 x (irr-C5-55) + 2 x (irr-C5-110) + 1 x (irr-C5-165)
vtx-C05-723-33-27	Δ = 723	bi.bi = 33	b0.bi = 27	14 x (irr-C5-10) + 2 x (irr-C5-44) + 4 x (irr-C5-55) + 2 x (irr-C5-165)
vtx-C05-723-42-30	Δ = 723	bi.bi = 42	b0.bi = 30	14 x (irr-C5-10) + 2 x (irr-C5-44) + 1 x (irr-C5-110) + 1 x (irr-C5-220-h) + 2 x (irr-C5-165)
vtx-C05-724-21-21	Δ = 724	bi.bi = 21	b0.bi = 21	35 x (irr-C5-10) + 2 x (irr-C5-44) + 1 x (irr-C5-55) + 1 x (irr-C5-132-h) + 2 x (irr-C5-110)
vtx-C05-724-24-22	Δ = 724	bi.bi = 24	b0.bi = 22	35 x (irr-C5-10) + 2 x (irr-C5-44) + 2 x (irr-C5-55) + 1 x (irr-C5-132-h) + 1 x (irr-C5-165)
vtx-C05-724-35-27	Δ = 724	bi.bi = 35	b0.bi = 27	19 x (irr-C5-10) + 4 x (irr-C5-44) + 1 x (irr-C5-55) + 3 x (irr-C5-132-h) + 1 x (irr-C5-320-h)
vtx-C05-724-37-29-a	Δ = 724	bi.bi = 37	b0.bi = 29	2 x (irr-C5-10) + 5 x (irr-C5-44) + 5 x (irr-C5-55) + 4 x (irr-C5-132-h)
vtx-C05-724-37-29-b	Δ = 724	bi.bi = 37	b0.bi = 29	8 x (irr-C5-10) + 2 x (irr-C5-44) + 1 x (irr-C5-55) + 1 x (irr-C5-132-h) + 3 x (irr-C5-110) + 1 x (irr-C5-320-h)
vtx-C05-724-40-30	Δ = 724	bi.bi = 40	b0.bi = 30	8 x (irr-C5-10) + 2 x (irr-C5-44) + 2 x (irr-C5-55) + 1 x (irr-C5-132-h) + 1 x (irr-C5-110) + 1 x (irr-C5-320-h) + 1 x (irr-C5-165)
vtx-C05-724-46-32	Δ = 724	bi.bi = 46	b0.bi = 32	2 x (irr-C5-10) + 5 x (irr-C5-44) + 1 x (irr-C5-55) + 4 x (irr-C5-132-h) + 1 x (irr-C5-110) + 1 x (irr-C5-220-h)
vtx-C05-725-15-17	Δ = 725	bi.bi = 15	b0.bi = 17	56 x (irr-C5-10) + 2 x (irr-C5-44) + 2 x (irr-C5-132-h)
vtx-C05-725-17-19	Δ = 725	bi.bi = 17	b0.bi = 19	45 x (irr-C5-10) + 3 x (irr-C5-110)
vtx-C05-725-20-20	Δ = 725	bi.bi = 20	b0.bi = 20	45 x (irr-C5-10) + 1 x (irr-C5-55) + 1 x (irr-C5-110) + 1 x (irr-C5-165)
vtx-C05-725-31-25	Δ = 725	bi.bi = 31	b0.bi = 25	29 x (irr-C5-10) + 2 x (irr-C5-44) + 2 x (irr-C5-132-h) + 1 x (irr-C5-110) + 1 x (irr-C5-320-h)
vtx-C05-725-33-27-a	Δ = 725	bi.bi = 33	b0.bi = 27	12 x (irr-C5-10) + 3 x (irr-C5-44) + 4 x (irr-C5-55) + 3 x (irr-C5-132-h) + 1 x (irr-C5-110)
vtx-C05-725-33-27-b	Δ = 725	bi.bi = 33	b0.bi = 27	18 x (irr-C5-10) + 4 x (irr-C5-110) + 1 x (irr-C5-320-h)
vtx-C05-725-35-29	Δ = 725	bi.bi = 35	b0.bi = 29	1 x (irr-C5-10) + 1 x (irr-C5-44) + 4 x (irr-C5-55) + 1 x (irr-C5-132-h) + 4 x (irr-C5-110)
vtx-C05-725-36-28	Δ = 725	bi.bi = 36	b0.bi = 28	18 x (irr-C5-10) + 1 x (irr-C5-55) + 2 x (irr-C5-110) + 1 x (irr-C5-320-h) + 1 x (irr-C5-165)
vtx-C05-725-38-30	Δ = 725	bi.bi = 38	b0.bi = 30	1 x (irr-C5-10) + 1 x (irr-C5-44) + 5 x (irr-C5-55) + 1 x (irr-C5-132-h) + 2 x (irr-C5-110) + 1 x (irr-C5-165)
vtx-C05-725-39-29	Δ = 725	bi.bi = 39	b0.bi = 29	18 x (irr-C5-10) + 2 x (irr-C5-55) + 1 x (irr-C5-320-h) + 2 x (irr-C5-165)
vtx-C05-725-41-31	Δ = 725	bi.bi = 41	b0.bi = 31	1 x (irr-C5-10) + 1 x (irr-C5-44) + 6 x (irr-C5-55) + 1 x (irr-C5-132-h) + 2 x (irr-C5-165)
vtx-C05-725-42-30	Δ = 725	bi.bi = 42	b0.bi = 30	12 x (irr-C5-10) + 3 x (irr-C5-44) + 3 x (irr-C5-132-h) + 2 x (irr-C5-110) + 1 x (irr-C5-220-h)
vtx-C05-725-44-32	Δ = 725	bi.bi = 44	b0.bi = 32	1 x (irr-C5-10) + 1 x (irr-C5-44) + 1 x (irr-C5-132-h) + 5 x (irr-C5-110) + 1 x (irr-C5-220-h)
vtx-C05-725-45-31	Δ = 725	bi.bi = 45	b0.bi = 31	12 x (irr-C5-10) + 3 x (irr-C5-44) + 1 x (irr-C5-55) + 3 x (irr-C5-132-h) + 1 x (irr-C5-220-h) + 1 x (irr-C5-165)
vtx-C05-725-47-33-a	Δ = 725	bi.bi = 47	b0.bi = 33	2 x (irr-C5-10) + 2 x (irr-C5-44) + 2 x (irr-C5-132-h) + 2 x (irr-C5-110) + 2 x (irr-C5-320-h)
vtx-C05-725-47-33-b	Δ = 725	bi.bi = 47	b0.bi = 33	1 x (irr-C5-10) + 1 x (irr-C5-44) + 1 x (irr-C5-55) + 1 x (irr-C5-132-h) + 3 x (irr-C5-110) + 1 x (irr-C5-220-h) + 1 x (irr-C5-165)
vtx-C05-725-50-34-a	Δ = 725	bi.bi = 50	b0.bi = 34	1 x (irr-C5-10) + 1 x (irr-C5-44) + 2 x (irr-C5-55) + 1 x (irr-C5-132-h) + 1 x (irr-C5-110) + 1 x (irr-C5-220-h) + 2 x (irr-C5-165)
vtx-C05-725-50-34-b	Δ = 725	bi.bi = 50	b0.bi = 34	2 x (irr-C5-10) + 2 x (irr-C5-44) + 1 x (irr-C5-55) + 2 x (irr-C5-132-h) + 2 x (irr-C5-320-h) + 1 x (irr-C5-165)
vtx-C05-726-29-25	Δ = 726	bi.bi = 29	b0.bi = 25	22 x (irr-C5-10) + 1 x (irr-C5-44) + 3 x (irr-C5-55) + 2 x (irr-C5-132-h) + 2 x (irr-C5-110)
vtx-C05-726-30-24	Δ = 726	bi.bi = 30	b0.bi = 24	39 x (irr-C5-10) + 1 x (irr-C5-132-h) + 1 x (irr-C5-320-h) + 1 x (irr-C5-165)
vtx-C05-726-32-26	Δ = 726	bi.bi = 32	b0.bi = 26	22 x (irr-C5-10) + 1 x (irr-C5-44) + 4 x (irr-C5-55) + 2 x (irr-C5-132-h) + 1 x (irr-C5-165)
vtx-C05-726-41-29	Δ = 726	bi.bi = 41	b0.bi = 29	22 x (irr-C5-10) + 1 x (irr-C5-44) + 2 x (irr-C5-132-h) + 1 x (irr-C5-110) + 1 x (irr-C5-220-h) + 1 x (irr-C5-165)
vtx-C05-726-43-31	Δ = 726	bi.bi = 43	b0.bi = 31	6 x (irr-C5-10) + 3 x (irr-C5-44) + 3 x (irr-C5-55) + 4 x (irr-C5-132-h) + 1 x (irr-C5-320-h)
vtx-C05-726-46-32	Δ = 726	bi.bi = 46	b0.bi = 32	12 x (irr-C5-10) + 1 x (irr-C5-132-h) + 1 x (irr-C5-110) + 2 x (irr-C5-320-h) + 1 x (irr-C5-165)
