vtx-A07-n27-n1-n1	Δ = -27	bi.bi = -1	b0.bi = -1	1 x (irr-A7-36)
vtx-A07-527-24-20	Δ = 527	bi.bi = 24	b0.bi = 20	20 x (irr-A7-8) + 1 x (irr-A7-28) + 3 x (irr-A7-36) + 4 x (irr-A7-56) + 1 x (irr-A7-70)
vtx-A07-527-28-22	Δ = 527	bi.bi = 28	b0.bi = 22	9 x (irr-A7-8) + 1 x (irr-A7-56) + 4 x (irr-A7-63) + 3 x (irr-A7-70)
vtx-A07-527-57-29	Δ = 527	bi.bi = 57	b0.bi = 29	16 x (irr-A7-8) + 3 x (irr-A7-28) + 1 x (irr-A7-378)
vtx-A07-527-72-32	Δ = 527	bi.bi = 72	b0.bi = 32	16 x (irr-A7-8) + 2 x (irr-A7-28) + 1 x (irr-A7-70) + 1 x (irr-A7-336)
vtx-A07-528-21-19	Δ = 528	bi.bi = 21	b0.bi = 19	16 x (irr-A7-8) + 8 x (irr-A7-28) + 1 x (irr-A7-36) + 1 x (irr-A7-63) + 2 x (irr-A7-70)
vtx-A07-528-22-20	Δ = 528	bi.bi = 22	b0.bi = 20	2 x (irr-A7-8) + 13 x (irr-A7-28) + 1 x (irr-A7-36) + 2 x (irr-A7-56) + 1 x (irr-A7-63)
vtx-A07-528-28-22	Δ = 528	bi.bi = 28	b0.bi = 22	9 x (irr-A7-8) + 1 x (irr-A7-28) + 1 x (irr-A7-36) + 1 x (irr-A7-56) + 3 x (irr-A7-63) + 3 x (irr-A7-70)
vtx-A07-529-14-16	Δ = 529	bi.bi = 14	b0.bi = 16	25 x (irr-A7-8) + 12 x (irr-A7-28) + 1 x (irr-A7-56)
vtx-A07-529-20-18	Δ = 529	bi.bi = 20	b0.bi = 18	32 x (irr-A7-8) + 2 x (irr-A7-63) + 3 x (irr-A7-70)
vtx-A07-529-21-19-a	Δ = 529	bi.bi = 21	b0.bi = 19	16 x (irr-A7-8) + 9 x (irr-A7-28) + 2 x (irr-A7-36) + 2 x (irr-A7-70)
vtx-A07-529-21-19-b	Δ = 529	bi.bi = 21	b0.bi = 19	18 x (irr-A7-8) + 5 x (irr-A7-28) + 2 x (irr-A7-56) + 2 x (irr-A7-63) + 1 x (irr-A7-70)
vtx-A07-529-22-20	Δ = 529	bi.bi = 22	b0.bi = 20	2 x (irr-A7-8) + 14 x (irr-A7-28) + 2 x (irr-A7-36) + 2 x (irr-A7-56)
vtx-A07-529-28-22	Δ = 529	bi.bi = 28	b0.bi = 22	9 x (irr-A7-8) + 2 x (irr-A7-28) + 2 x (irr-A7-36) + 1 x (irr-A7-56) + 2 x (irr-A7-63) + 3 x (irr-A7-70)
vtx-A07-529-33-23	Δ = 529	bi.bi = 33	b0.bi = 23	11 x (irr-A7-8) + 7 x (irr-A7-28) + 2 x (irr-A7-70) + 1 x (irr-A7-168)
vtx-A07-529-40-26-a	Δ = 529	bi.bi = 40	b0.bi = 26	5 x (irr-A7-8) + 2 x (irr-A7-63) + 3 x (irr-A7-70) + 1 x (irr-A7-216)
vtx-A07-529-40-26-b	Δ = 529	bi.bi = 40	b0.bi = 26	4 x (irr-A7-8) + 1 x (irr-A7-56) + 2 x (irr-A7-63) + 3 x (irr-A7-70) + 1 x (irr-A7-168)
vtx-A07-529-72-32	Δ = 529	bi.bi = 72	b0.bi = 32	18 x (irr-A7-8) + 2 x (irr-A7-56) + 1 x (irr-A7-336)
vtx-A07-530-20-18	Δ = 530	bi.bi = 20	b0.bi = 18	32 x (irr-A7-8) + 1 x (irr-A7-28) + 1 x (irr-A7-36) + 1 x (irr-A7-63) + 3 x (irr-A7-70)
vtx-A07-530-21-19	Δ = 530	bi.bi = 21	b0.bi = 19	18 x (irr-A7-8) + 6 x (irr-A7-28) + 1 x (irr-A7-36) + 2 x (irr-A7-56) + 1 x (irr-A7-63) + 1 x (irr-A7-70)
vtx-A07-530-28-22	Δ = 530	bi.bi = 28	b0.bi = 22	9 x (irr-A7-8) + 3 x (irr-A7-28) + 3 x (irr-A7-36) + 1 x (irr-A7-56) + 1 x (irr-A7-63) + 3 x (irr-A7-70)
vtx-A07-530-35-25	Δ = 530	bi.bi = 35	b0.bi = 25	5 x (irr-A7-36) + 1 x (irr-A7-63) + 5 x (irr-A7-70)
vtx-A07-530-40-26-a	Δ = 530	bi.bi = 40	b0.bi = 26	5 x (irr-A7-8) + 1 x (irr-A7-28) + 1 x (irr-A7-36) + 1 x (irr-A7-63) + 3 x (irr-A7-70) + 1 x (irr-A7-216)
vtx-A07-530-40-26-b	Δ = 530	bi.bi = 40	b0.bi = 26	4 x (irr-A7-8) + 1 x (irr-A7-28) + 1 x (irr-A7-36) + 1 x (irr-A7-56) + 1 x (irr-A7-63) + 3 x (irr-A7-70) + 1 x (irr-A7-168)
vtx-A07-531-13-15	Δ = 531	bi.bi = 13	b0.bi = 15	41 x (irr-A7-8) + 5 x (irr-A7-28) + 1 x (irr-A7-56) + 1 x (irr-A7-70)
vtx-A07-531-20-18	Δ = 531	bi.bi = 20	b0.bi = 18	32 x (irr-A7-8) + 2 x (irr-A7-28) + 2 x (irr-A7-36) + 3 x (irr-A7-70)
vtx-A07-531-21-19-a	Δ = 531	bi.bi = 21	b0.bi = 19	20 x (irr-A7-8) + 3 x (irr-A7-28) + 4 x (irr-A7-56) + 2 x (irr-A7-63)
vtx-A07-531-21-19-b	Δ = 531	bi.bi = 21	b0.bi = 19	18 x (irr-A7-8) + 7 x (irr-A7-28) + 2 x (irr-A7-36) + 2 x (irr-A7-56) + 1 x (irr-A7-70)
vtx-A07-531-28-22-a	Δ = 531	bi.bi = 28	b0.bi = 22	11 x (irr-A7-8) + 2 x (irr-A7-36) + 3 x (irr-A7-56) + 2 x (irr-A7-63) + 2 x (irr-A7-70)
vtx-A07-531-28-22-b	Δ = 531	bi.bi = 28	b0.bi = 22	9 x (irr-A7-8) + 4 x (irr-A7-28) + 4 x (irr-A7-36) + 1 x (irr-A7-56) + 3 x (irr-A7-70)
vtx-A07-531-32-22	Δ = 531	bi.bi = 32	b0.bi = 22	27 x (irr-A7-8) + 3 x (irr-A7-70) + 1 x (irr-A7-168)
vtx-A07-531-33-23-a	Δ = 531	bi.bi = 33	b0.bi = 23	14 x (irr-A7-8) + 5 x (irr-A7-28) + 1 x (irr-A7-56) + 1 x (irr-A7-70) + 1 x (irr-A7-216)
vtx-A07-531-33-23-b	Δ = 531	bi.bi = 33	b0.bi = 23	13 x (irr-A7-8) + 5 x (irr-A7-28) + 2 x (irr-A7-56) + 1 x (irr-A7-70) + 1 x (irr-A7-168)
vtx-A07-531-35-25	Δ = 531	bi.bi = 35	b0.bi = 25	1 x (irr-A7-28) + 6 x (irr-A7-36) + 5 x (irr-A7-70)
vtx-A07-531-40-26-a	Δ = 531	bi.bi = 40	b0.bi = 26	4 x (irr-A7-8) + 2 x (irr-A7-28) + 2 x (irr-A7-36) + 1 x (irr-A7-56) + 3 x (irr-A7-70) + 1 x (irr-A7-168)
vtx-A07-531-40-26-b	Δ = 531	bi.bi = 40	b0.bi = 26	5 x (irr-A7-8) + 2 x (irr-A7-28) + 2 x (irr-A7-36) + 3 x (irr-A7-70) + 1 x (irr-A7-216)
vtx-A07-531-52-30	Δ = 531	bi.bi = 52	b0.bi = 30	3 x (irr-A7-70) + 1 x (irr-A7-168) + 1 x (irr-A7-216)
vtx-A07-532-19-19	Δ = 532	bi.bi = 19	b0.bi = 19	19 x (irr-A7-28) + 1 x (irr-A7-63)
vtx-A07-532-21-19	Δ = 532	bi.bi = 21	b0.bi = 19	20 x (irr-A7-8) + 4 x (irr-A7-28) + 1 x (irr-A7-36) + 4 x (irr-A7-56) + 1 x (irr-A7-63)
vtx-A07-532-28-22	Δ = 532	bi.bi = 28	b0.bi = 22	11 x (irr-A7-8) + 1 x (irr-A7-28) + 3 x (irr-A7-36) + 3 x (irr-A7-56) + 1 x (irr-A7-63) + 2 x (irr-A7-70)
vtx-A07-532-32-24	Δ = 532	bi.bi = 32	b0.bi = 24	5 x (irr-A7-63) + 4 x (irr-A7-70)
vtx-A07-533-13-15	Δ = 533	bi.bi = 13	b0.bi = 15	43 x (irr-A7-8) + 3 x (irr-A7-28) + 3 x (irr-A7-56)
vtx-A07-533-19-19	Δ = 533	bi.bi = 19	b0.bi = 19	20 x (irr-A7-28) + 1 x (irr-A7-36)
vtx-A07-533-20-18	Δ = 533	bi.bi = 20	b0.bi = 18	34 x (irr-A7-8) + 2 x (irr-A7-36) + 2 x (irr-A7-56) + 2 x (irr-A7-70)
vtx-A07-533-21-19	Δ = 533	bi.bi = 21	b0.bi = 19	20 x (irr-A7-8) + 5 x (irr-A7-28) + 2 x (irr-A7-36) + 4 x (irr-A7-56)
vtx-A07-533-28-22	Δ = 533	bi.bi = 28	b0.bi = 22	11 x (irr-A7-8) + 2 x (irr-A7-28) + 4 x (irr-A7-36) + 3 x (irr-A7-56) + 2 x (irr-A7-70)
vtx-A07-533-32-24	Δ = 533	bi.bi = 32	b0.bi = 24	1 x (irr-A7-28) + 1 x (irr-A7-36) + 4 x (irr-A7-63) + 4 x (irr-A7-70)
vtx-A07-533-33-23-a	Δ = 533	bi.bi = 33	b0.bi = 23	15 x (irr-A7-8) + 3 x (irr-A7-28) + 4 x (irr-A7-56) + 1 x (irr-A7-168)
vtx-A07-533-33-23-b	Δ = 533	bi.bi = 33	b0.bi = 23	16 x (irr-A7-8) + 3 x (irr-A7-28) + 3 x (irr-A7-56) + 1 x (irr-A7-216)
vtx-A07-533-40-26-a	Δ = 533	bi.bi = 40	b0.bi = 26	7 x (irr-A7-8) + 2 x (irr-A7-36) + 2 x (irr-A7-56) + 2 x (irr-A7-70) + 1 x (irr-A7-216)
vtx-A07-533-40-26-b	Δ = 533	bi.bi = 40	b0.bi = 26	6 x (irr-A7-8) + 2 x (irr-A7-36) + 3 x (irr-A7-56) + 2 x (irr-A7-70) + 1 x (irr-A7-168)
vtx-A07-534-18-18	Δ = 534	bi.bi = 18	b0.bi = 18	16 x (irr-A7-8) + 12 x (irr-A7-28) + 1 x (irr-A7-63) + 1 x (irr-A7-70)
vtx-A07-534-25-21	Δ = 534	bi.bi = 25	b0.bi = 21	9 x (irr-A7-8) + 5 x (irr-A7-28) + 1 x (irr-A7-56) + 3 x (irr-A7-63) + 2 x (irr-A7-70)
vtx-A07-534-32-24	Δ = 534	bi.bi = 32	b0.bi = 24	2 x (irr-A7-28) + 2 x (irr-A7-36) + 3 x (irr-A7-63) + 4 x (irr-A7-70)
vtx-A07-534-61-31	Δ = 534	bi.bi = 61	b0.bi = 31	9 x (irr-A7-8) + 1 x (irr-A7-28) + 1 x (irr-A7-56) + 1 x (irr-A7-63) + 1 x (irr-A7-378)
vtx-A07-534-76-34	Δ = 534	bi.bi = 76	b0.bi = 34	9 x (irr-A7-8) + 1 x (irr-A7-56) + 1 x (irr-A7-63) + 1 x (irr-A7-70) + 1 x (irr-A7-336)
vtx-A07-535-18-18	Δ = 535	bi.bi = 18	b0.bi = 18	16 x (irr-A7-8) + 13 x (irr-A7-28) + 1 x (irr-A7-36) + 1 x (irr-A7-70)
vtx-A07-535-25-21	Δ = 535	bi.bi = 25	b0.bi = 21	9 x (irr-A7-8) + 6 x (irr-A7-28) + 1 x (irr-A7-36) + 1 x (irr-A7-56) + 2 x (irr-A7-63) + 2 x (irr-A7-70)
vtx-A07-535-28-22	Δ = 535	bi.bi = 28	b0.bi = 22	13 x (irr-A7-8) + 4 x (irr-A7-36) + 5 x (irr-A7-56) + 1 x (irr-A7-70)
vtx-A07-535-32-24	Δ = 535	bi.bi = 32	b0.bi = 24	3 x (irr-A7-28) + 3 x (irr-A7-36) + 2 x (irr-A7-63) + 4 x (irr-A7-70)
vtx-A07-535-61-31	Δ = 535	bi.bi = 61	b0.bi = 31	9 x (irr-A7-8) + 2 x (irr-A7-28) + 1 x (irr-A7-36) + 1 x (irr-A7-56) + 1 x (irr-A7-378)
vtx-A07-535-68-34	Δ = 535	bi.bi = 68	b0.bi = 34	3 x (irr-A7-36) + 1 x (irr-A7-70) + 1 x (irr-A7-420)
vtx-A07-535-76-34	Δ = 535	bi.bi = 76	b0.bi = 34	9 x (irr-A7-8) + 1 x (irr-A7-28) + 1 x (irr-A7-36) + 1 x (irr-A7-56) + 1 x (irr-A7-70) + 1 x (irr-A7-336)
vtx-A07-536-17-17	Δ = 536	bi.bi = 17	b0.bi = 17	32 x (irr-A7-8) + 5 x (irr-A7-28) + 1 x (irr-A7-63) + 2 x (irr-A7-70)
vtx-A07-536-18-18	Δ = 536	bi.bi = 18	b0.bi = 18	18 x (irr-A7-8) + 10 x (irr-A7-28) + 2 x (irr-A7-56) + 1 x (irr-A7-63)
vtx-A07-536-25-21-a	Δ = 536	bi.bi = 25	b0.bi = 21	9 x (irr-A7-8) + 7 x (irr-A7-28) + 2 x (irr-A7-36) + 1 x (irr-A7-56) + 1 x (irr-A7-63) + 2 x (irr-A7-70)
vtx-A07-536-25-21-b	Δ = 536	bi.bi = 25	b0.bi = 21	11 x (irr-A7-8) + 3 x (irr-A7-28) + 3 x (irr-A7-56) + 3 x (irr-A7-63) + 1 x (irr-A7-70)
vtx-A07-536-32-24-a	Δ = 536	bi.bi = 32	b0.bi = 24	4 x (irr-A7-28) + 4 x (irr-A7-36) + 1 x (irr-A7-63) + 4 x (irr-A7-70)
vtx-A07-536-32-24-b	Δ = 536	bi.bi = 32	b0.bi = 24	2 x (irr-A7-8) + 2 x (irr-A7-36) + 2 x (irr-A7-56) + 3 x (irr-A7-63) + 3 x (irr-A7-70)
vtx-A07-536-37-25-a	Δ = 536	bi.bi = 37	b0.bi = 25	5 x (irr-A7-8) + 5 x (irr-A7-28) + 1 x (irr-A7-63) + 2 x (irr-A7-70) + 1 x (irr-A7-216)
vtx-A07-536-37-25-b	Δ = 536	bi.bi = 37	b0.bi = 25	4 x (irr-A7-8) + 5 x (irr-A7-28) + 1 x (irr-A7-56) + 1 x (irr-A7-63) + 2 x (irr-A7-70) + 1 x (irr-A7-168)
vtx-A07-537-17-17	Δ = 537	bi.bi = 17	b0.bi = 17	32 x (irr-A7-8) + 6 x (irr-A7-28) + 1 x (irr-A7-36) + 2 x (irr-A7-70)
vtx-A07-537-18-18	Δ = 537	bi.bi = 18	b0.bi = 18	18 x (irr-A7-8) + 11 x (irr-A7-28) + 1 x (irr-A7-36) + 2 x (irr-A7-56)
vtx-A07-537-25-21-a	Δ = 537	bi.bi = 25	b0.bi = 21	9 x (irr-A7-8) + 8 x (irr-A7-28) + 3 x (irr-A7-36) + 1 x (irr-A7-56) + 2 x (irr-A7-70)
vtx-A07-537-25-21-b	Δ = 537	bi.bi = 25	b0.bi = 21	11 x (irr-A7-8) + 4 x (irr-A7-28) + 1 x (irr-A7-36) + 3 x (irr-A7-56) + 2 x (irr-A7-63) + 1 x (irr-A7-70)
vtx-A07-537-32-24-a	Δ = 537	bi.bi = 32	b0.bi = 24	2 x (irr-A7-8) + 1 x (irr-A7-28) + 3 x (irr-A7-36) + 2 x (irr-A7-56) + 2 x (irr-A7-63) + 3 x (irr-A7-70)
vtx-A07-537-32-24-b	Δ = 537	bi.bi = 32	b0.bi = 24	5 x (irr-A7-28) + 5 x (irr-A7-36) + 4 x (irr-A7-70)
vtx-A07-537-37-25-a	Δ = 537	bi.bi = 37	b0.bi = 25	4 x (irr-A7-8) + 6 x (irr-A7-28) + 1 x (irr-A7-36) + 1 x (irr-A7-56) + 2 x (irr-A7-70) + 1 x (irr-A7-168)
vtx-A07-537-37-25-b	Δ = 537	bi.bi = 37	b0.bi = 25	5 x (irr-A7-8) + 6 x (irr-A7-28) + 1 x (irr-A7-36) + 2 x (irr-A7-70) + 1 x (irr-A7-216)
vtx-A07-538-17-17	Δ = 538	bi.bi = 17	b0.bi = 17	34 x (irr-A7-8) + 3 x (irr-A7-28) + 2 x (irr-A7-56) + 1 x (irr-A7-63) + 1 x (irr-A7-70)
vtx-A07-538-24-20	Δ = 538	bi.bi = 24	b0.bi = 20	25 x (irr-A7-8) + 2 x (irr-A7-36) + 1 x (irr-A7-56) + 1 x (irr-A7-63) + 3 x (irr-A7-70)
vtx-A07-538-25-21-a	Δ = 538	bi.bi = 25	b0.bi = 21	13 x (irr-A7-8) + 1 x (irr-A7-28) + 5 x (irr-A7-56) + 3 x (irr-A7-63)
vtx-A07-538-25-21-b	Δ = 538	bi.bi = 25	b0.bi = 21	11 x (irr-A7-8) + 5 x (irr-A7-28) + 2 x (irr-A7-36) + 3 x (irr-A7-56) + 1 x (irr-A7-63) + 1 x (irr-A7-70)
vtx-A07-538-32-24	Δ = 538	bi.bi = 32	b0.bi = 24	2 x (irr-A7-8) + 2 x (irr-A7-28) + 4 x (irr-A7-36) + 2 x (irr-A7-56) + 1 x (irr-A7-63) + 3 x (irr-A7-70)
vtx-A07-538-37-25-a	Δ = 538	bi.bi = 37	b0.bi = 25	6 x (irr-A7-8) + 3 x (irr-A7-28) + 3 x (irr-A7-56) + 1 x (irr-A7-63) + 1 x (irr-A7-70) + 1 x (irr-A7-168)
vtx-A07-538-37-25-b	Δ = 538	bi.bi = 37	b0.bi = 25	7 x (irr-A7-8) + 3 x (irr-A7-28) + 2 x (irr-A7-56) + 1 x (irr-A7-63) + 1 x (irr-A7-70) + 1 x (irr-A7-216)
vtx-A07-539-17-17	Δ = 539	bi.bi = 17	b0.bi = 17	34 x (irr-A7-8) + 4 x (irr-A7-28) + 1 x (irr-A7-36) + 2 x (irr-A7-56) + 1 x (irr-A7-70)
vtx-A07-539-24-20	Δ = 539	bi.bi = 24	b0.bi = 20	25 x (irr-A7-8) + 1 x (irr-A7-28) + 3 x (irr-A7-36) + 1 x (irr-A7-56) + 3 x (irr-A7-70)
vtx-A07-539-25-21-a	Δ = 539	bi.bi = 25	b0.bi = 21	11 x (irr-A7-8) + 6 x (irr-A7-28) + 3 x (irr-A7-36) + 3 x (irr-A7-56) + 1 x (irr-A7-70)
vtx-A07-539-25-21-b	Δ = 539	bi.bi = 25	b0.bi = 21	13 x (irr-A7-8) + 2 x (irr-A7-28) + 1 x (irr-A7-36) + 5 x (irr-A7-56) + 2 x (irr-A7-63)
vtx-A07-539-29-23	Δ = 539	bi.bi = 29	b0.bi = 23	5 x (irr-A7-28) + 4 x (irr-A7-63) + 3 x (irr-A7-70)
vtx-A07-539-32-24	Δ = 539	bi.bi = 32	b0.bi = 24	2 x (irr-A7-8) + 3 x (irr-A7-28) + 5 x (irr-A7-36) + 2 x (irr-A7-56) + 3 x (irr-A7-70)
vtx-A07-539-37-25-a	Δ = 539	bi.bi = 37	b0.bi = 25	7 x (irr-A7-8) + 4 x (irr-A7-28) + 1 x (irr-A7-36) + 2 x (irr-A7-56) + 1 x (irr-A7-70) + 1 x (irr-A7-216)
vtx-A07-539-37-25-b	Δ = 539	bi.bi = 37	b0.bi = 25	6 x (irr-A7-8) + 4 x (irr-A7-28) + 1 x (irr-A7-36) + 3 x (irr-A7-56) + 1 x (irr-A7-70) + 1 x (irr-A7-168)
vtx-A07-539-65-33-a	Δ = 539	bi.bi = 65	b0.bi = 33	2 x (irr-A7-28) + 2 x (irr-A7-63) + 1 x (irr-A7-420)
vtx-A07-539-65-33-b	Δ = 539	bi.bi = 65	b0.bi = 33	1 x (irr-A7-28) + 2 x (irr-A7-63) + 1 x (irr-A7-70) + 1 x (irr-A7-378)
vtx-A07-539-80-36	Δ = 539	bi.bi = 80	b0.bi = 36	2 x (irr-A7-63) + 2 x (irr-A7-70) + 1 x (irr-A7-336)
vtx-A07-540-17-17	Δ = 540	bi.bi = 17	b0.bi = 17	36 x (irr-A7-8) + 1 x (irr-A7-28) + 4 x (irr-A7-56) + 1 x (irr-A7-63)
vtx-A07-540-25-21	Δ = 540	bi.bi = 25	b0.bi = 21	13 x (irr-A7-8) + 3 x (irr-A7-28) + 2 x (irr-A7-36) + 5 x (irr-A7-56) + 1 x (irr-A7-63)
vtx-A07-540-29-23	Δ = 540	bi.bi = 29	b0.bi = 23	6 x (irr-A7-28) + 1 x (irr-A7-36) + 3 x (irr-A7-63) + 3 x (irr-A7-70)
vtx-A07-540-32-24	Δ = 540	bi.bi = 32	b0.bi = 24	4 x (irr-A7-8) + 4 x (irr-A7-36) + 4 x (irr-A7-56) + 1 x (irr-A7-63) + 2 x (irr-A7-70)
vtx-A07-540-37-25-a	Δ = 540	bi.bi = 37	b0.bi = 25	8 x (irr-A7-8) + 1 x (irr-A7-28) + 5 x (irr-A7-56) + 1 x (irr-A7-63) + 1 x (irr-A7-168)
vtx-A07-540-37-25-b	Δ = 540	bi.bi = 37	b0.bi = 25	9 x (irr-A7-8) + 1 x (irr-A7-28) + 4 x (irr-A7-56) + 1 x (irr-A7-63) + 1 x (irr-A7-216)
vtx-A07-540-65-33-a	Δ = 540	bi.bi = 65	b0.bi = 33	3 x (irr-A7-28) + 1 x (irr-A7-36) + 1 x (irr-A7-63) + 1 x (irr-A7-420)
vtx-A07-540-65-33-b	Δ = 540	bi.bi = 65	b0.bi = 33	2 x (irr-A7-28) + 1 x (irr-A7-36) + 1 x (irr-A7-63) + 1 x (irr-A7-70) + 1 x (irr-A7-378)
vtx-A07-540-80-36	Δ = 540	bi.bi = 80	b0.bi = 36	1 x (irr-A7-28) + 1 x (irr-A7-36) + 1 x (irr-A7-63) + 2 x (irr-A7-70) + 1 x (irr-A7-336)
vtx-A07-541-15-17	Δ = 541	bi.bi = 15	b0.bi = 17	16 x (irr-A7-8) + 17 x (irr-A7-28)
vtx-A07-541-17-17	Δ = 541	bi.bi = 17	b0.bi = 17	36 x (irr-A7-8) + 2 x (irr-A7-28) + 1 x (irr-A7-36) + 4 x (irr-A7-56)
vtx-A07-541-22-20	Δ = 541	bi.bi = 22	b0.bi = 20	9 x (irr-A7-8) + 10 x (irr-A7-28) + 1 x (irr-A7-56) + 2 x (irr-A7-63) + 1 x (irr-A7-70)
vtx-A07-541-25-21	Δ = 541	bi.bi = 25	b0.bi = 21	13 x (irr-A7-8) + 4 x (irr-A7-28) + 3 x (irr-A7-36) + 5 x (irr-A7-56)
vtx-A07-541-29-23-a	Δ = 541	bi.bi = 29	b0.bi = 23	7 x (irr-A7-28) + 2 x (irr-A7-36) + 2 x (irr-A7-63) + 3 x (irr-A7-70)
vtx-A07-541-29-23-b	Δ = 541	bi.bi = 29	b0.bi = 23	2 x (irr-A7-8) + 3 x (irr-A7-28) + 2 x (irr-A7-56) + 4 x (irr-A7-63) + 2 x (irr-A7-70)
vtx-A07-541-32-24	Δ = 541	bi.bi = 32	b0.bi = 24	4 x (irr-A7-8) + 1 x (irr-A7-28) + 5 x (irr-A7-36) + 4 x (irr-A7-56) + 2 x (irr-A7-70)
vtx-A07-541-37-25-a	Δ = 541	bi.bi = 37	b0.bi = 25	9 x (irr-A7-8) + 2 x (irr-A7-28) + 1 x (irr-A7-36) + 4 x (irr-A7-56) + 1 x (irr-A7-216)
vtx-A07-541-37-25-b	Δ = 541	bi.bi = 37	b0.bi = 25	8 x (irr-A7-8) + 2 x (irr-A7-28) + 1 x (irr-A7-36) + 5 x (irr-A7-56) + 1 x (irr-A7-168)
vtx-A07-541-65-33-a	Δ = 541	bi.bi = 65	b0.bi = 33	3 x (irr-A7-28) + 2 x (irr-A7-36) + 1 x (irr-A7-70) + 1 x (irr-A7-378)
vtx-A07-541-65-33-b	Δ = 541	bi.bi = 65	b0.bi = 33	4 x (irr-A7-28) + 2 x (irr-A7-36) + 1 x (irr-A7-420)
vtx-A07-541-73-33	Δ = 541	bi.bi = 73	b0.bi = 33	9 x (irr-A7-8) + 5 x (irr-A7-28) + 1 x (irr-A7-56) + 1 x (irr-A7-336)
vtx-A07-541-80-36	Δ = 541	bi.bi = 80	b0.bi = 36	2 x (irr-A7-28) + 2 x (irr-A7-36) + 2 x (irr-A7-70) + 1 x (irr-A7-336)
vtx-A07-542-22-20	Δ = 542	bi.bi = 22	b0.bi = 20	9 x (irr-A7-8) + 11 x (irr-A7-28) + 1 x (irr-A7-36) + 1 x (irr-A7-56) + 1 x (irr-A7-63) + 1 x (irr-A7-70)
vtx-A07-542-29-23-a	Δ = 542	bi.bi = 29	b0.bi = 23	8 x (irr-A7-28) + 3 x (irr-A7-36) + 1 x (irr-A7-63) + 3 x (irr-A7-70)
vtx-A07-542-29-23-b	Δ = 542	bi.bi = 29	b0.bi = 23	2 x (irr-A7-8) + 4 x (irr-A7-28) + 1 x (irr-A7-36) + 2 x (irr-A7-56) + 3 x (irr-A7-63) + 2 x (irr-A7-70)
vtx-A07-542-65-33	Δ = 542	bi.bi = 65	b0.bi = 33	2 x (irr-A7-8) + 1 x (irr-A7-36) + 2 x (irr-A7-56) + 1 x (irr-A7-63) + 1 x (irr-A7-378)
vtx-A07-543-14-16	Δ = 543	bi.bi = 14	b0.bi = 16	32 x (irr-A7-8) + 10 x (irr-A7-28) + 1 x (irr-A7-70)
vtx-A07-543-21-19	Δ = 543	bi.bi = 21	b0.bi = 19	25 x (irr-A7-8) + 3 x (irr-A7-28) + 1 x (irr-A7-56) + 2 x (irr-A7-63) + 2 x (irr-A7-70)
vtx-A07-543-22-20-a	Δ = 543	bi.bi = 22	b0.bi = 20	9 x (irr-A7-8) + 12 x (irr-A7-28) + 2 x (irr-A7-36) + 1 x (irr-A7-56) + 1 x (irr-A7-70)
vtx-A07-543-22-20-b	Δ = 543	bi.bi = 22	b0.bi = 20	11 x (irr-A7-8) + 8 x (irr-A7-28) + 3 x (irr-A7-56) + 2 x (irr-A7-63)
vtx-A07-543-28-22	Δ = 543	bi.bi = 28	b0.bi = 22	16 x (irr-A7-8) + 2 x (irr-A7-36) + 2 x (irr-A7-63) + 4 x (irr-A7-70)
vtx-A07-543-29-23-a	Δ = 543	bi.bi = 29	b0.bi = 23	9 x (irr-A7-28) + 4 x (irr-A7-36) + 3 x (irr-A7-70)
vtx-A07-543-29-23-b	Δ = 543	bi.bi = 29	b0.bi = 23	4 x (irr-A7-8) + 1 x (irr-A7-28) + 4 x (irr-A7-56) + 4 x (irr-A7-63) + 1 x (irr-A7-70)
vtx-A07-543-29-23-c	Δ = 543	bi.bi = 29	b0.bi = 23	2 x (irr-A7-8) + 5 x (irr-A7-28) + 2 x (irr-A7-36) + 2 x (irr-A7-56) + 2 x (irr-A7-63) + 2 x (irr-A7-70)
vtx-A07-543-34-24-a	Δ = 543	bi.bi = 34	b0.bi = 24	5 x (irr-A7-8) + 10 x (irr-A7-28) + 1 x (irr-A7-70) + 1 x (irr-A7-216)
vtx-A07-543-34-24-b	Δ = 543	bi.bi = 34	b0.bi = 24	4 x (irr-A7-8) + 10 x (irr-A7-28) + 1 x (irr-A7-56) + 1 x (irr-A7-70) + 1 x (irr-A7-168)
vtx-A07-543-65-33	Δ = 543	bi.bi = 65	b0.bi = 33	2 x (irr-A7-8) + 1 x (irr-A7-28) + 2 x (irr-A7-36) + 2 x (irr-A7-56) + 1 x (irr-A7-378)
vtx-A07-543-80-36	Δ = 543	bi.bi = 80	b0.bi = 36	2 x (irr-A7-8) + 2 x (irr-A7-36) + 2 x (irr-A7-56) + 1 x (irr-A7-70) + 1 x (irr-A7-336)
vtx-A07-544-21-19	Δ = 544	bi.bi = 21	b0.bi = 19	25 x (irr-A7-8) + 4 x (irr-A7-28) + 1 x (irr-A7-36) + 1 x (irr-A7-56) + 1 x (irr-A7-63) + 2 x (irr-A7-70)
vtx-A07-544-22-20	Δ = 544	bi.bi = 22	b0.bi = 20	11 x (irr-A7-8) + 9 x (irr-A7-28) + 1 x (irr-A7-36) + 3 x (irr-A7-56) + 1 x (irr-A7-63)
