vtx-A09-n24-n1-n1	Δ = -24	bi.bi = -1	b0.bi = -1	2 x (irr-A9-10) + 1 x (irr-A9-55)
vtx-A09-476-18-16-b	Δ = 476	bi.bi = 18	b0.bi = 16	13 x (irr-A9-10) + 1 x (irr-A9-45) + 1 x (irr-A9-55) + 1 x (irr-A9-99) + 1 x (irr-A9-120) + 1 x (irr-A9-252-h)
vtx-A09-476-19-17	Δ = 476	bi.bi = 19	b0.bi = 17	6 x (irr-A9-10) + 1 x (irr-A9-45) + 2 x (irr-A9-55) + 3 x (irr-A9-120)
vtx-A09-476-22-18	Δ = 476	bi.bi = 22	b0.bi = 18	8 x (irr-A9-10) + 3 x (irr-A9-55) + 1 x (irr-A9-120) + 1 x (irr-A9-210)
vtx-A09-477-8-10	Δ = 477	bi.bi = 8	b0.bi = 10	45 x (irr-A9-10) + 1 x (irr-A9-252-h)
vtx-A09-477-14-14	Δ = 477	bi.bi = 14	b0.bi = 14	17 x (irr-A9-10) + 5 x (irr-A9-45) + 1 x (irr-A9-55) + 1 x (irr-A9-252-h)
vtx-A09-477-18-16	Δ = 477	bi.bi = 18	b0.bi = 16	13 x (irr-A9-10) + 2 x (irr-A9-45) + 2 x (irr-A9-55) + 1 x (irr-A9-120) + 1 x (irr-A9-252-h)
vtx-A09-478-21-17	Δ = 478	bi.bi = 21	b0.bi = 17	16 x (irr-A9-10) + 3 x (irr-A9-55) + 2 x (irr-A9-252-h)
vtx-A09-499-19-17	Δ = 499	bi.bi = 19	b0.bi = 17	10 x (irr-A9-10) + 2 x (irr-A9-45) + 2 x (irr-A9-99) + 1 x (irr-A9-210)
vtx-A09-499-20-18	Δ = 499	bi.bi = 20	b0.bi = 18	4 x (irr-A9-10) + 2 x (irr-A9-99) + 3 x (irr-A9-120)
vtx-A09-500-16-16	Δ = 500	bi.bi = 16	b0.bi = 16	8 x (irr-A9-10) + 4 x (irr-A9-45) + 1 x (irr-A9-99) + 2 x (irr-A9-120)
vtx-A09-500-19-17-a	Δ = 500	bi.bi = 19	b0.bi = 17	10 x (irr-A9-10) + 3 x (irr-A9-45) + 1 x (irr-A9-55) + 1 x (irr-A9-99) + 1 x (irr-A9-210)
vtx-A09-500-19-17-b	Δ = 500	bi.bi = 19	b0.bi = 17	11 x (irr-A9-10) + 1 x (irr-A9-45) + 2 x (irr-A9-99) + 1 x (irr-A9-120) + 1 x (irr-A9-252-h)
vtx-A09-500-20-18	Δ = 500	bi.bi = 20	b0.bi = 18	4 x (irr-A9-10) + 1 x (irr-A9-45) + 1 x (irr-A9-55) + 1 x (irr-A9-99) + 3 x (irr-A9-120)
vtx-A09-500-23-19	Δ = 500	bi.bi = 23	b0.bi = 19	6 x (irr-A9-10) + 2 x (irr-A9-55) + 1 x (irr-A9-99) + 1 x (irr-A9-120) + 1 x (irr-A9-210)
vtx-A09-501-10-12	Δ = 501	bi.bi = 10	b0.bi = 12	36 x (irr-A9-10) + 2 x (irr-A9-120)
vtx-A09-501-12-14	Δ = 501	bi.bi = 12	b0.bi = 14	12 x (irr-A9-10) + 8 x (irr-A9-45) + 1 x (irr-A9-120)
vtx-A09-501-15-15	Δ = 501	bi.bi = 15	b0.bi = 15	15 x (irr-A9-10) + 5 x (irr-A9-45) + 1 x (irr-A9-99) + 1 x (irr-A9-252-h)
vtx-A09-501-16-16	Δ = 501	bi.bi = 16	b0.bi = 16	8 x (irr-A9-10) + 5 x (irr-A9-45) + 1 x (irr-A9-55) + 2 x (irr-A9-120)
vtx-A09-501-19-17-a	Δ = 501	bi.bi = 19	b0.bi = 17	11 x (irr-A9-10) + 2 x (irr-A9-45) + 1 x (irr-A9-55) + 1 x (irr-A9-99) + 1 x (irr-A9-120) + 1 x (irr-A9-252-h)
vtx-A09-501-19-17-b	Δ = 501	bi.bi = 19	b0.bi = 17	10 x (irr-A9-10) + 4 x (irr-A9-45) + 2 x (irr-A9-55) + 1 x (irr-A9-210)
vtx-A09-501-20-18	Δ = 501	bi.bi = 20	b0.bi = 18	4 x (irr-A9-10) + 2 x (irr-A9-45) + 2 x (irr-A9-55) + 3 x (irr-A9-120)
vtx-A09-501-23-19	Δ = 501	bi.bi = 23	b0.bi = 19	6 x (irr-A9-10) + 1 x (irr-A9-45) + 3 x (irr-A9-55) + 1 x (irr-A9-120) + 1 x (irr-A9-210)
vtx-A09-502-9-11	Δ = 502	bi.bi = 9	b0.bi = 11	43 x (irr-A9-10) + 1 x (irr-A9-45) + 1 x (irr-A9-252-h)
vtx-A09-502-15-15	Δ = 502	bi.bi = 15	b0.bi = 15	15 x (irr-A9-10) + 6 x (irr-A9-45) + 1 x (irr-A9-55) + 1 x (irr-A9-252-h)
vtx-A09-502-19-17	Δ = 502	bi.bi = 19	b0.bi = 17	11 x (irr-A9-10) + 3 x (irr-A9-45) + 2 x (irr-A9-55) + 1 x (irr-A9-120) + 1 x (irr-A9-252-h)
vtx-A09-502-22-18	Δ = 502	bi.bi = 22	b0.bi = 18	14 x (irr-A9-10) + 2 x (irr-A9-55) + 1 x (irr-A9-99) + 2 x (irr-A9-252-h)
vtx-A09-502-23-19	Δ = 502	bi.bi = 23	b0.bi = 19	7 x (irr-A9-10) + 3 x (irr-A9-55) + 2 x (irr-A9-120) + 1 x (irr-A9-252-h)
vtx-A09-503-22-18	Δ = 503	bi.bi = 22	b0.bi = 18	14 x (irr-A9-10) + 1 x (irr-A9-45) + 3 x (irr-A9-55) + 2 x (irr-A9-252-h)
vtx-A09-524-20-18	Δ = 524	bi.bi = 20	b0.bi = 18	8 x (irr-A9-10) + 3 x (irr-A9-45) + 2 x (irr-A9-99) + 1 x (irr-A9-210)
vtx-A09-524-21-19	Δ = 524	bi.bi = 21	b0.bi = 19	2 x (irr-A9-10) + 1 x (irr-A9-45) + 2 x (irr-A9-99) + 3 x (irr-A9-120)
vtx-A09-524-24-20	Δ = 524	bi.bi = 24	b0.bi = 20	4 x (irr-A9-10) + 1 x (irr-A9-55) + 2 x (irr-A9-99) + 1 x (irr-A9-120) + 1 x (irr-A9-210)
vtx-A09-525-17-17	Δ = 525	bi.bi = 17	b0.bi = 17	6 x (irr-A9-10) + 5 x (irr-A9-45) + 1 x (irr-A9-99) + 2 x (irr-A9-120)
vtx-A09-525-20-18-a	Δ = 525	bi.bi = 20	b0.bi = 18	9 x (irr-A9-10) + 2 x (irr-A9-45) + 2 x (irr-A9-99) + 1 x (irr-A9-120) + 1 x (irr-A9-252-h)
vtx-A09-525-20-18-b	Δ = 525	bi.bi = 20	b0.bi = 18	8 x (irr-A9-10) + 4 x (irr-A9-45) + 1 x (irr-A9-55) + 1 x (irr-A9-99) + 1 x (irr-A9-210)
vtx-A09-525-21-19	Δ = 525	bi.bi = 21	b0.bi = 19	2 x (irr-A9-10) + 2 x (irr-A9-45) + 1 x (irr-A9-55) + 1 x (irr-A9-99) + 3 x (irr-A9-120)
vtx-A09-525-24-20	Δ = 525	bi.bi = 24	b0.bi = 20	4 x (irr-A9-10) + 1 x (irr-A9-45) + 2 x (irr-A9-55) + 1 x (irr-A9-99) + 1 x (irr-A9-120) + 1 x (irr-A9-210)
vtx-A09-526-11-13	Δ = 526	bi.bi = 11	b0.bi = 13	34 x (irr-A9-10) + 1 x (irr-A9-45) + 2 x (irr-A9-120)
vtx-A09-526-13-15	Δ = 526	bi.bi = 13	b0.bi = 15	10 x (irr-A9-10) + 9 x (irr-A9-45) + 1 x (irr-A9-120)
vtx-A09-526-14-14	Δ = 526	bi.bi = 14	b0.bi = 14	36 x (irr-A9-10) + 1 x (irr-A9-55) + 1 x (irr-A9-210)
vtx-A09-526-16-16	Δ = 526	bi.bi = 16	b0.bi = 16	13 x (irr-A9-10) + 6 x (irr-A9-45) + 1 x (irr-A9-99) + 1 x (irr-A9-252-h)
vtx-A09-526-17-17	Δ = 526	bi.bi = 17	b0.bi = 17	6 x (irr-A9-10) + 6 x (irr-A9-45) + 1 x (irr-A9-55) + 2 x (irr-A9-120)
vtx-A09-526-20-18-a	Δ = 526	bi.bi = 20	b0.bi = 18	9 x (irr-A9-10) + 3 x (irr-A9-45) + 1 x (irr-A9-55) + 1 x (irr-A9-99) + 1 x (irr-A9-120) + 1 x (irr-A9-252-h)
vtx-A09-526-20-18-b	Δ = 526	bi.bi = 20	b0.bi = 18	8 x (irr-A9-10) + 5 x (irr-A9-45) + 2 x (irr-A9-55) + 1 x (irr-A9-210)
vtx-A09-526-21-19	Δ = 526	bi.bi = 21	b0.bi = 19	2 x (irr-A9-10) + 3 x (irr-A9-45) + 2 x (irr-A9-55) + 3 x (irr-A9-120)
vtx-A09-526-23-19	Δ = 526	bi.bi = 23	b0.bi = 19	12 x (irr-A9-10) + 1 x (irr-A9-55) + 2 x (irr-A9-99) + 2 x (irr-A9-252-h)
vtx-A09-526-24-20-a	Δ = 526	bi.bi = 24	b0.bi = 20	5 x (irr-A9-10) + 2 x (irr-A9-55) + 1 x (irr-A9-99) + 2 x (irr-A9-120) + 1 x (irr-A9-252-h)
vtx-A09-526-24-20-b	Δ = 526	bi.bi = 24	b0.bi = 20	4 x (irr-A9-10) + 2 x (irr-A9-45) + 3 x (irr-A9-55) + 1 x (irr-A9-120) + 1 x (irr-A9-210)
vtx-A09-527-10-12	Δ = 527	bi.bi = 10	b0.bi = 12	41 x (irr-A9-10) + 2 x (irr-A9-45) + 1 x (irr-A9-252-h)
vtx-A09-527-16-16	Δ = 527	bi.bi = 16	b0.bi = 16	13 x (irr-A9-10) + 7 x (irr-A9-45) + 1 x (irr-A9-55) + 1 x (irr-A9-252-h)
vtx-A09-527-20-18	Δ = 527	bi.bi = 20	b0.bi = 18	9 x (irr-A9-10) + 4 x (irr-A9-45) + 2 x (irr-A9-55) + 1 x (irr-A9-120) + 1 x (irr-A9-252-h)
vtx-A09-527-23-19	Δ = 527	bi.bi = 23	b0.bi = 19	12 x (irr-A9-10) + 1 x (irr-A9-45) + 2 x (irr-A9-55) + 1 x (irr-A9-99) + 2 x (irr-A9-252-h)
vtx-A09-527-24-20	Δ = 527	bi.bi = 24	b0.bi = 20	5 x (irr-A9-10) + 1 x (irr-A9-45) + 3 x (irr-A9-55) + 2 x (irr-A9-120) + 1 x (irr-A9-252-h)
vtx-A09-527-27-21	Δ = 527	bi.bi = 27	b0.bi = 21	7 x (irr-A9-10) + 4 x (irr-A9-55) + 1 x (irr-A9-252-h) + 1 x (irr-A9-210)
vtx-A09-528-23-19	Δ = 528	bi.bi = 23	b0.bi = 19	12 x (irr-A9-10) + 2 x (irr-A9-45) + 3 x (irr-A9-55) + 2 x (irr-A9-252-h)
vtx-A09-548-25-21	Δ = 548	bi.bi = 25	b0.bi = 21	2 x (irr-A9-10) + 3 x (irr-A9-99) + 1 x (irr-A9-120) + 1 x (irr-A9-210)
vtx-A09-549-21-19	Δ = 549	bi.bi = 21	b0.bi = 19	6 x (irr-A9-10) + 4 x (irr-A9-45) + 2 x (irr-A9-99) + 1 x (irr-A9-210)
vtx-A09-549-22-20	Δ = 549	bi.bi = 22	b0.bi = 20	2 x (irr-A9-45) + 2 x (irr-A9-99) + 3 x (irr-A9-120)
vtx-A09-549-25-21	Δ = 549	bi.bi = 25	b0.bi = 21	2 x (irr-A9-10) + 1 x (irr-A9-45) + 1 x (irr-A9-55) + 2 x (irr-A9-99) + 1 x (irr-A9-120) + 1 x (irr-A9-210)
vtx-A09-550-15-15	Δ = 550	bi.bi = 15	b0.bi = 15	34 x (irr-A9-10) + 1 x (irr-A9-99) + 1 x (irr-A9-210)
vtx-A09-550-18-18	Δ = 550	bi.bi = 18	b0.bi = 18	4 x (irr-A9-10) + 6 x (irr-A9-45) + 1 x (irr-A9-99) + 2 x (irr-A9-120)
vtx-A09-550-21-19-a	Δ = 550	bi.bi = 21	b0.bi = 19	7 x (irr-A9-10) + 3 x (irr-A9-45) + 2 x (irr-A9-99) + 1 x (irr-A9-120) + 1 x (irr-A9-252-h)
vtx-A09-550-21-19-b	Δ = 550	bi.bi = 21	b0.bi = 19	6 x (irr-A9-10) + 5 x (irr-A9-45) + 1 x (irr-A9-55) + 1 x (irr-A9-99) + 1 x (irr-A9-210)
vtx-A09-550-22-20	Δ = 550	bi.bi = 22	b0.bi = 20	3 x (irr-A9-45) + 1 x (irr-A9-55) + 1 x (irr-A9-99) + 3 x (irr-A9-120)
vtx-A09-550-24-20	Δ = 550	bi.bi = 24	b0.bi = 20	10 x (irr-A9-10) + 3 x (irr-A9-99) + 2 x (irr-A9-252-h)
vtx-A09-550-25-21-a	Δ = 550	bi.bi = 25	b0.bi = 21	2 x (irr-A9-10) + 2 x (irr-A9-45) + 2 x (irr-A9-55) + 1 x (irr-A9-99) + 1 x (irr-A9-120) + 1 x (irr-A9-210)
vtx-A09-550-25-21-b	Δ = 550	bi.bi = 25	b0.bi = 21	3 x (irr-A9-10) + 1 x (irr-A9-55) + 2 x (irr-A9-99) + 2 x (irr-A9-120) + 1 x (irr-A9-252-h)
vtx-A09-551-12-14	Δ = 551	bi.bi = 12	b0.bi = 14	32 x (irr-A9-10) + 2 x (irr-A9-45) + 2 x (irr-A9-120)
vtx-A09-551-14-16	Δ = 551	bi.bi = 14	b0.bi = 16	8 x (irr-A9-10) + 10 x (irr-A9-45) + 1 x (irr-A9-120)
vtx-A09-551-15-15	Δ = 551	bi.bi = 15	b0.bi = 15	34 x (irr-A9-10) + 1 x (irr-A9-45) + 1 x (irr-A9-55) + 1 x (irr-A9-210)
vtx-A09-551-17-17	Δ = 551	bi.bi = 17	b0.bi = 17	11 x (irr-A9-10) + 7 x (irr-A9-45) + 1 x (irr-A9-99) + 1 x (irr-A9-252-h)
vtx-A09-551-18-18	Δ = 551	bi.bi = 18	b0.bi = 18	4 x (irr-A9-10) + 7 x (irr-A9-45) + 1 x (irr-A9-55) + 2 x (irr-A9-120)
