irr-D5-10	10	2	4	0	False	(1,0,0,0,0)
irr-D5-16	16	4	-4	3	False	(0,0,0,1,0)
irr-D5-45	45	16	8	12	False	(0,1,0,0,0)
irr-D5-54	54	24	72	12	False	(2,0,0,0,0)
irr-D5-120	120	56	-32	72	False	(0,0,1,0,0)
irr-D5-126	126	70	-100	120	False	(0,0,0,2,0)
irr-D5-144	144	68	28	75	False	(1,0,0,1,0)
irr-D5-210a	210	112	-136	180	False	(0,0,0,1,1)
irr-D5-210b	210	154	644	168	False	(3,0,0,0,0)
irr-D5-320	320	192	288	240	False	(1,1,0,0,0)
irr-D5-560	560	364	-76	633	False	(0,1,0,1,0)
irr-D5-660	660	704	3904	1248	False	(4,0,0,0,0)
irr-D5-672	672	616	-1192	1758	False	(0,0,0,3,0)
irr-D5-720	720	532	908	855	False	(2,0,0,1,0)
irr-D5-770	770	616	488	1212	False	(0,2,0,0,0)
irr-D5-945	945	672	288	1200	False	(1,0,1,0,0)
